original_text,edited_text,count,asp_category_1,asp_category_2,asp_category_3
That Is My Ancestoral Home And Have To Go Back ^,That is my ancestral home and I have to go back.,1,Reunify with family or return to homeland,,
That Is My Country^,That is my country.,1,Reunify with family or return to homeland,,
That Is My Home ^,That is my home.,1,Reunify with family or return to homeland,,
That Is My Place Of Birth^,That is my place of birth.,1,Reunify with family or return to homeland,,
That Is My Place Of Origin^,That is my place of origin.,1,Reunify with family or return to homeland,,
That Is What Is Done In My Culture ^,That is what is done in my culture.,1,Reunify with family or return to homeland,,
That Is Where I Call Home^,That is where I call home.,1,Reunify with family or return to homeland,,
That Is Where I Come From^,That is where I come from.,1,Reunify with family or return to homeland,,
That Is Where I Have  My Family  Members ^,That is where I have family members.,1,Reunify with family or return to homeland,,
That Is Where I Have  My Family Members ^,That is where I have family members.,1,Reunify with family or return to homeland,,
That Is Where I Was Born And Raised^,That is where I was born and raised.,1,Reunify with family or return to homeland,,
That Is Where I Was Born^,That is where I was born.,1,Reunify with family or return to homeland,,
That Is Where I Will Find  Other Family Members ^,That is where I will find other family members.,1,Reunify with family or return to homeland,,
That Is Where My Family Is.^,That is where my family is.,1,Reunify with family or return to homeland,,
That Is Where My Roots Are.^,That is where my roots are.,1,Reunify with family or return to homeland,,
That Was Where I Was Born ^,That was where I was born.,1,Reunify with family or return to homeland,,
That'S  Where My Parents Have Settled ^,That is where my parents have settled.,1,Reunify with family or return to homeland,,
That'S My Community Of Origin^,That is my community of origin.,1,Reunify with family or return to homeland,,
That'S My Home^,That is my home.,1,Reunify with family or return to homeland,,
That'S My Place Of Birth ^,That is my place of birth.,2,Reunify with family or return to homeland,,
That'S My Place Of Birth^,That is my place of birth.,1,Reunify with family or return to homeland,,
That'S Where I Come From.^,That is where I come from.,1,Reunify with family or return to homeland,,
That'S Where I Come From^,That is where I come from.,2,Reunify with family or return to homeland,,
That'S Where I Grew Up^,That is where I grew up.,2,Reunify with family or return to homeland,,
That'S Where I Was Born And Raised^,That is where I was born and raised.,1,Reunify with family or return to homeland,,
That'S Where My Family Are Staying. ^,That is where my family is staying.,1,Reunify with family or return to homeland,,
That'S Where My Family Is ^,That is where my family is.,1,Reunify with family or return to homeland,,
That'S Where My Family Is.^,That is where my family is.,1,Reunify with family or return to homeland,,
That'S Where My Family Is^,That is where my family is.,1,Reunify with family or return to homeland,,
That'S Where My Family Stay^,That is where my family stay.,1,Reunify with family or return to homeland,,
The Presence Of Family Members ^,The prescence of family members.,1,Reunify with family or return to homeland,,
There Is No Other Place To Be Rather Than Go Back Home^,"There is no other place to be, other than to go back home.",1,Reunify with family or return to homeland,,
There Is No Place Like Home ^,There is no place like home.,1,Reunify with family or return to homeland,,
There'S No Place Like Home^,There is no place like home.,1,Reunify with family or return to homeland,,
This  Is My Family  House ^,It is my family house.,1,Reunify with family or return to homeland,,
This Is My Family House ^,It is my family house.,1,Reunify with family or return to homeland,,
This Is My Home.^,It is my home.,1,Reunify with family or return to homeland,,
This Is My Home^,It is my home.,2,Reunify with family or return to homeland,,
This Is Where My Family Are Here^,It is where my family is.,1,Reunify with family or return to homeland,,
Tht Is My Home ^,That is my home.,1,Reunify with family or return to homeland,,
To Be Close To Relatives^,I want to be close to relatives.,1,Reunify with family or return to homeland,,
To Be With Her Grandma.^,I want to be with my Grandma.,1,Reunify with family or return to homeland,,
To Be With My Family ^,I want to be with my family.,2,Reunify with family or return to homeland,,
To Be With My Family. ^,I want to be with my family.,1,Reunify with family or return to homeland,,
To Be With My In-Laws^,I want to be with my in-laws.,1,Reunify with family or return to homeland,,
To Stay With My Family^,I want to stay with my family.,1,Reunify with family or return to homeland,,
Want To Go And Be With My Family ^,I want to go and be with my family.,1,Reunify with family or return to homeland,,
Wants To Be Home Near Loved Ones^,I want to be home near loved ones.,1,Reunify with family or return to homeland,,
Where I Grow Up^,It is where I grew up.,1,Reunify with family or return to homeland,,
Where I Originate^,It is where I originate.,1,Reunify with family or return to homeland,,
Where I Will Have My Family ^,It is where I will have my family.,1,Reunify with family or return to homeland,,
Where My Home Is ^,It is where my home is.,1,Reunify with family or return to homeland,,
Where My Home Is^,It is where my home is.,1,Reunify with family or return to homeland,,
You Are Always Closer To Family And Friends Especially Those You Grew Up With ^,"I will be closer to family and friends, especially those you grew up with.",1,Reunify with family or return to homeland,,
I Hope To Get Married To An American So That Will Be My Marital Home ^,,1,Romantic prospects or to start a family,Friendliness or other attributes of population,
Where I Will Get Married Is Where I Will Stay When I Retire ^,It is where I will get married. It is where I will stay when I retire.,1,Romantic prospects or to start a family,To retire or age in an appropriate place,
I Want To Build And Settle With My Family When I Marry^,,1,Romantic prospects or to start a family,,
She Will Get Married ^,It will get married there.,1,Romantic prospects or to start a family,,
Start A Family^,I will start a family.,1,Romantic prospects or to start a family,,
The Place  I Will Get Married  To^,It is the place I will get married in.,1,Romantic prospects or to start a family,,
Want To Establish My Family There ^,I want to establish my family there.,1,Romantic prospects or to start a family,,
Most Of My Hometown Friends I Now Based In Soweto And There Is Also Lots Of Opportunities As Far As I'M Concerned^,Most of my hometown friends I know based are based in Soweto. There is lots of opportunities as far as I am concerned.,1,Social connections or recommendations,Improved work or economic opportunities,
A Friend Lives There And Has Described It To Me. It Sounds  Very Appealing. ^,,1,Social connections or recommendations,,
Because I Have Friends I Know That Side^,,1,Social connections or recommendations,,
I Have Yet People There ^,,1,Social connections or recommendations,,
I Know Many People There^,,1,Social connections or recommendations,,
I'M Respected ~ Loved And Supported Here^,,1,Social connections or recommendations,,
Its Always Been My Dream Since A Friend Described Brooklyn  To Me^,It has always been my dream since a friend described Brooklyn to me.,1,Social connections or recommendations,,
Most Of The People I Stayed With In Diepsloot Have Moved To Riverside^,Most of the people I stayed with in Diepsloot have moved to Riverside.,1,Social connections or recommendations,,
My Childhood Friends Are There^,My childhood friends are there.,1,Social connections or recommendations,,
My Friends Are Here ^,My friends are here.,1,Social connections or recommendations,,
The People From My Community  Of Origin Make Me Feel At Home Here In Ghana^,The people from my community of origin make me feel at home here in Ghana.,1,Social connections or recommendations,,
To Live With Childhood  Neighbours ^,I want to live with my childhood neighbors.,1,Social connections or recommendations,,
I Want To Be Buried There^~I Want To Start A Farm There^,,1,To be buried there upon death,"Environment, geography, or natural landscape",
I Want To Buried Home And Take Care Of My Grand Children^,,1,To be buried there upon death,Improved outcomes or education for children,
I Don'T Want To Create Lots Of Cost So It'S Better I Get Buried At My Ancestors Place^,,1,To be buried there upon death,Improved work or economic opportunities,
I Want To Be Laid To Rest Where The Peace^,,1,To be buried there upon death,"Peacefulness, safety, or cleanliness",
Because If 8 Die In A Foreign Country It Will Be Difficult For Me To Be Buried In My Hometown ^,,1,To be buried there upon death,Reunify with family or return to homeland,
I Don'T Want To Die In A Foreign Land^,,1,To be buried there upon death,Reunify with family or return to homeland,
I Like To Be Buried Where I Originate^,,1,To be buried there upon death,Reunify with family or return to homeland,
I Think I Want To Be Buried With My Forefathers ^,,1,To be buried there upon death,Reunify with family or return to homeland,
I Want To Be Buried Home^,,3,To be buried there upon death,Reunify with family or return to homeland,
I Want To Be Buried In My Place Of Origin^,,1,To be buried there upon death,Reunify with family or return to homeland,
I Want To Be Layton Rest In My Country Of Origin.^,,1,To be buried there upon death,Reunify with family or return to homeland,
It'S  Where I Will Be Interred ^,It is where I will be interred.,1,To be buried there upon death,,
Is Where He Will Enjoy His Benefits.^,It is where I will enjoy my benefits.,1,To retire or age in an appropriate place,Care or improved health,
It'S A Cool Place To Ritire Plus The Is Agriculture^,It is a cool place to retire. There is agriculture.,1,To retire or age in an appropriate place,"Environment, geography, or natural landscape",
It'S A Nice Place To Retire At~ I Like The View^,It is a nice place to retire. I like the view.,1,To retire or age in an appropriate place,"Environment, geography, or natural landscape",
Will Retire Here In This Place Because It'S Where I Belong^,"I will retire here, in this place, because it is where I belong.",1,To retire or age in an appropriate place,Familiarity or to remain in area,
He Hasnt Thought Of That Because He Believes To Retire You Shoukd Be Working For A Government^,,1,To retire or age in an appropriate place,"Freedom, governance, or other political factors",
I Intend To Relocate With My  D Enjoy The Rest Of My Years^,,1,To retire or age in an appropriate place,On behalf of another family member,
I Think A It'S A Very Good Place For Retirement Less Crime.^,,1,To retire or age in an appropriate place,"Peacefulness, safety, or cleanliness",
It'S  A Quite Place  To Retire  And  Live Peacefully^,It is a quiet place to retire. It a place to live peacefully.,1,To retire or age in an appropriate place,"Peacefulness, safety, or cleanliness",
It'S Where I Would Like To Retire To~And It'S Where My Heart Is^,It is where I would like to retire to. It is where my heart is.,1,To retire or age in an appropriate place,Personal preference or change,
A Person Can Not Retire Here In Johannesburg~ We Need To Get Back Home^,,1,To retire or age in an appropriate place,Reunify with family or return to homeland,
Grow Old With Family ^,,1,To retire or age in an appropriate place,Reunify with family or return to homeland,
It Is The Best Place To Rest When I'M Old And Not Working.^~I Will Be Close To My Family Who Will Help Me^,It is the best place to rest when I'm old and not working. I will be close to my family who will help me.,1,To retire or age in an appropriate place,Reunify with family or return to homeland,
To Grow Old Where Family Is^,I want to grow old where family is.,1,To retire or age in an appropriate place,Reunify with family or return to homeland,
I Wish To Retirec  To Soweto ~And My Boyfriend Find A Permanent Job^,,1,To retire or age in an appropriate place,Romantic prospects or to start a family,
I Would Have Put Away Enough Money To Stay Home~And At Maputo It'S Very Nice And I Will Be With Other People Of My Neighborhood^,,1,To retire or age in an appropriate place,Social connections or recommendations,
Because I Don'T Know Where I Will Retire Too^,,1,To retire or age in an appropriate place,,
Because I Want To Rest There^,,1,To retire or age in an appropriate place,,
Getting Old Makes You Weaker And So Good To Be Home^,,1,To retire or age in an appropriate place,,
I Am Not A Young Man Any ^,,1,To retire or age in an appropriate place,,
I Came Here For Work Only Not Stay Forever^,,1,To retire or age in an appropriate place,,
I Don'T Plan To Stay In South Africa For My Whole Life^,,1,To retire or age in an appropriate place,,
I Don'T Think It Will Be Good To Stay Here Because I Am Here Only For Work^,,1,To retire or age in an appropriate place,,
I Need A Place Like It To Retire On Because It'S Best One Ever^,,1,To retire or age in an appropriate place,,
I Tried Another Life Here In Gauteng But Will Retire Back Home^,,1,To retire or age in an appropriate place,,
I Wish To Go There For Good^,,1,To retire or age in an appropriate place,,
I'M Here To Work~ So I'M Retired I Want To Go Back Home^,,1,To retire or age in an appropriate place,,
It'S Where I Want To Retire To^,It is where I want to retire to.,1,To retire or age in an appropriate place,,
Old Age^,Because of my old age.,1,To retire or age in an appropriate place,,
Spend Savings And Relax In Old Age^,I will spend my savings and relax in old age.,1,To retire or age in an appropriate place,,
The Best Place To Be In After Retiring ^,It is the best place to be after retiring.,1,To retire or age in an appropriate place,,
Where I Love To Spend The Rest Of My Life^,It is where I would love to spend the rest of my life.,1,To retire or age in an appropriate place,,
Don'T  Know Where  I Will Be^,,1,Unknown at this point,,
Don'T Have One^,,1,Unknown at this point,,
Don'T Know Where Would Retire To^,,1,Unknown at this point,,
Don'T Know^,,2,Unknown at this point,,
I Am Still Aspiring To Continue My Education So I Have Not Concluded Where I Want To Retire In Future ^,,1,Unknown at this point,,
I Can'T Tell For Now^,,1,Unknown at this point,,
I Don'T Know Where I Will Retire Too^,,1,Unknown at this point,,
I Don'T Really Know Anywhere Else That I Would Like^,,1,Unknown at this point,,
I Don'T Want To Retire^,,1,Unknown at this point,,
I Have No Reason ^,,1,Unknown at this point,,
I Have Not Plan For It Yet^,,1,Unknown at this point,,
I Haven'T Thought About It^,,1,Unknown at this point,,
Wherever God Takes Me Is Fine With Me^,Wherever God takes me is fine with me.,1,Unknown at this point,,
-3,,137,,,
-1,,31,,,
00^,,1,,,
N/A^,,1,,,
Na^,,10,,,
Nana^,,1,,,
No Any Other Reasons ^,,1,,,
No Other Reason ^,,2,,,
No Other Reasons ^,,5,,,
No Other Reasons^,,4,,,
No Place In Mind^,,1,,,
No Reason ^,,2,,,
No Reason^,,5,,,
No Where^,,1,,,
No^,,1,,,
None ^,,12,,,
None^,,12,,,
Still Young Not Sure Where He Woul Retire To^,I am still young and not sure where I will retire to.,1,,,
The Respondent Is Still In School So She Hasn'T Thought About Retirement^,I am still in school so I have not thought about retirement.,1,,,
