L1_orig,L2_orig,L3_orig,tuple_orig,L1_edit,L1_chg,L2_edit,L2_chg,L3_edit,L3_chg
Yeji,Yeji,Ghana,"('Yeji', 'Yeji', 'Ghana')",Yeji,FALSE,Yeji,FALSE,Ghana,FALSE
Yendi,Accra,Ghana,"('Yendi', 'Accra', 'Ghana')",Yendi,FALSE,Accra,FALSE,Ghana,FALSE
Yendi,Bolgatanga,Ghana,"('Yendi', 'Bolgatanga', 'Ghana')",Yendi,FALSE,Bolgatanga,FALSE,Ghana,FALSE
Yendi,Tamale,Ghana,"('Yendi', 'Tamale', 'Ghana')",Yendi,FALSE,Tamale,FALSE,Ghana,FALSE
Yendi,Yendi,Ghana,"('Yendi', 'Yendi', 'Ghana')",Yendi,FALSE,Yendi,FALSE,Ghana,FALSE
Yunyoo,Tamale,Ghana,"('Yunyoo', 'Tamale', 'Ghana')",Yunyoo,FALSE,Tamale,FALSE,Ghana,FALSE
Zabarma Line Near Dansoman,Accra,Ghana,"('Zabarma Line Near Dansoman', 'Accra', 'Ghana')",Dansoman,TRUE,Accra,FALSE,Ghana,FALSE
Zabsugu,Tatale,Ghana,"('Zabsugu', 'Tatale', 'Ghana')",Zabsugu,FALSE,Tatale,FALSE,Ghana,FALSE
Zabsugu,Yendi,Ghana,"('Zabsugu', 'Yendi', 'Ghana')",Zabsugu,FALSE,Yendi,FALSE,Ghana,FALSE
Zabsugu,Zabsugu,Ghana,"('Zabsugu', 'Zabsugu', 'Ghana')",Zabsugu,FALSE,Zabsugu,FALSE,Ghana,FALSE
Zabzugu,Accra,Ghana,"('Zabzugu', 'Accra', 'Ghana')",Zabzugu,FALSE,Accra,FALSE,Ghana,FALSE
Zabzugu,Tamale,Ghana,"('Zabzugu', 'Tamale', 'Ghana')",Zabzugu,FALSE,Tamale,FALSE,Ghana,FALSE
Zanderi,Niamey,Ghana,"('Zanderi', 'Niamey', 'Ghana')",Zanderi,FALSE,Niamey,FALSE,Ghana,FALSE
Zogbiele~ Tamale,Tamale,Ghana,"('Zogbiele~ Tamale', 'Tamale', 'Ghana')",Tamale,TRUE,Tamale,FALSE,Ghana,FALSE
Zongo,Accra,Ghana,"('Zongo', 'Accra', 'Ghana')",Zongo,FALSE,Accra,FALSE,Ghana,FALSE
Zongo,Tamale,Ghana,"('Zongo', 'Tamale', 'Ghana')",Zongo,FALSE,Tamale,FALSE,Ghana,FALSE
Zongo  Mahir,Accra,Ghana,"('Zongo  Mahir', 'Accra', 'Ghana')",Zongo,TRUE,Accra,FALSE,Ghana,FALSE
Zongo Junction,Accra,Ghana,"('Zongo Junction', 'Accra', 'Ghana')",Zongo,TRUE,Accra,FALSE,Ghana,FALSE
Zongo Lane,Accra,Ghana,"('Zongo Lane', 'Accra', 'Ghana')",Zongo,TRUE,Accra,FALSE,Ghana,FALSE
Zongo Lane,Okaishie,Ghana,"('Zongo Lane', 'Okaishie', 'Ghana')",Zongo,TRUE,-19,TRUE,Ghana,FALSE
Zongo Lane,Zongo Lane,Ghana,"('Zongo Lane', 'Zongo Lane', 'Ghana')",Zongo,TRUE,-19,TRUE,Ghana,FALSE
Zongo Mahir,Dambai,Ghana,"('Zongo Mahir', 'Dambai', 'Ghana')",Zongo,TRUE,Dambai,FALSE,Ghana,FALSE
Zongo Major,Dambai,Ghana,"('Zongo Major', 'Dambai', 'Ghana')",Zongo,TRUE,Dambai,FALSE,Ghana,FALSE
Zoti,Accra,Ghana,"('Zoti', 'Accra', 'Ghana')",-19,TRUE,Accra,FALSE,Ghana,FALSE
Zreko,Bolgatanga,Ghana,"('Zreko', 'Bolgatanga', 'Ghana')",-19,TRUE,Bolgatanga,FALSE,Ghana,FALSE
Zuarungu,Bolgatanga,Ghana,"('Zuarungu', 'Bolgatanga', 'Ghana')",Zuarungu,FALSE,Bolgatanga,FALSE,Ghana,FALSE
Assin Kwaata,Cape Coast,Ghanagra,"('Assin Kwaata', 'Cape Coast', 'Ghanagra')",-19,TRUE,Cape Coast,FALSE,Ghana,TRUE
Dansoman,Kaneshie,Ghanam,"('Dansoman', 'Kaneshie', 'Ghanam')",Dansoman,FALSE,Kaneshie,FALSE,Ghana,TRUE
Kuna,Kumasi,Ghanana,"('Kuna', 'Kumasi', 'Ghanana')",Kuna,FALSE,Kumasi,FALSE,Ghana,TRUE
Old Fadama,Accra,Ghanana,"('Old Fadama', 'Accra', 'Ghanana')",Old Fadama,FALSE,Accra,FALSE,Ghana,TRUE
Graram,Graram,Graram,"('Graram', 'Graram', 'Graram')",-18,TRUE,-18,TRUE,-18,TRUE
Chitungwiza,Chitungwiza,Harare,"('Chitungwiza', 'Chitungwiza', 'Harare')",Chitungwiza,FALSE,Chitungwiza,FALSE,Zimbabwe,TRUE
Harare,Harare,Harare,"('Harare', 'Harare', 'Harare')",Harare,FALSE,Harare,FALSE,Zimbabwe,TRUE
Murehwa,Zimbabwe,Harare,"('Murehwa', 'Zimbabwe', 'Harare')",Murehwa,FALSE,Harare,TRUE,Zimbabwe,TRUE
Murhewa,Zimbabwe,Harare,"('Murhewa', 'Zimbabwe', 'Harare')",Murehwa,TRUE,Harare,TRUE,Zimbabwe,TRUE
-1,-1,Ivory Coast,"('-1', '-1', 'Ivory Coast')",-1,FALSE,-1,FALSE,Côte d'Ivoire,TRUE
-1,Bangolo,Ivory Coast,"('-1', 'Bangolo', 'Ivory Coast')",-1,FALSE,Abidjan,TRUE,Côte d'Ivoire,TRUE
Abidjan,Abidjan,Ivory Coast,"('Abidjan', 'Abidjan', 'Ivory Coast')",Abidjan,FALSE,Abidjan,FALSE,Côte d'Ivoire,TRUE
Abidjan,Dk,Ivory Coast,"('Abidjan', 'Dk', 'Ivory Coast')",Abidjan,FALSE,-19,TRUE,Côte d'Ivoire,TRUE
Ajukru,Abidjan,Ivory Coast,"('Ajukru', 'Abidjan', 'Ivory Coast')",-19,TRUE,Abidjan,FALSE,Côte d'Ivoire,TRUE
Bongolo,Bongolo,Ivory Coast,"('Bongolo', 'Bongolo', 'Ivory Coast')",Bongolo,FALSE,Bongolo,FALSE,Democratic Republic of the Congo,TRUE
Cocody,Abidjan,Ivory Coast,"('Cocody', 'Abidjan', 'Ivory Coast')",Cocody,FALSE,Abidjan,FALSE,Côte d'Ivoire,TRUE
Ejukru,Abidjan,Ivory Coast,"('Ejukru', 'Abidjan', 'Ivory Coast')",-19,TRUE,Abidjan,FALSE,Côte d'Ivoire,TRUE
Lake Region,Yamoussoukro,Ivory Coast,"('Lake Region', 'Yamoussoukro', 'Ivory Coast')",-19,TRUE,Yamoussoukro,FALSE,Côte d'Ivoire,TRUE
Millionaire,Yamoussoukro,Ivory Coast,"('Millionaire', 'Yamoussoukro', 'Ivory Coast')",-19,TRUE,Yamoussoukro,FALSE,Côte d'Ivoire,TRUE
Plateau,Bongolo,Ivory Coast,"('Plateau', 'Bongolo', 'Ivory Coast')",Plateau,FALSE,Bongolo,FALSE,Côte d'Ivoire,TRUE
Plateau,Plateau,Ivory Coast,"('Plateau', 'Plateau', 'Ivory Coast')",Plateau,FALSE,Plateau,FALSE,Côte d'Ivoire,TRUE
Yamoussoukro,Tomodi,Ivory Coast,"('Yamoussoukro', 'Tomodi', 'Ivory Coast')",Yamoussoukro,FALSE,Tomodi,FALSE,Côte d'Ivoire,TRUE
Yamoussoukro,Yamoussoukro,Ivory Coast,"('Yamoussoukro', 'Yamoussoukro', 'Ivory Coast')",Yamoussoukro,FALSE,Yamoussoukro,FALSE,Côte d'Ivoire,TRUE
Berea,Berea,Johannesburg,"('Berea', 'Berea', 'Johannesburg')",Berea,FALSE,Berea,FALSE,South Africa,TRUE
Diepkloof,Diepkloof,Johannesburg,"('Diepkloof', 'Diepkloof', 'Johannesburg')",Diepkloof,FALSE,Diepkloof,FALSE,South Africa,TRUE
Dlamini,Johannesburg,Johannesburg,"('Dlamini', 'Johannesburg', 'Johannesburg')",-19,TRUE,Johannesburg,FALSE,South Africa,TRUE
Johannesburg,Johannesburg,Johannesburg,"('Johannesburg', 'Johannesburg', 'Johannesburg')",Johannesburg,FALSE,Johannesburg,FALSE,South Africa,TRUE
Katlehong,Johannesburg,Johannesburg,"('Katlehong', 'Johannesburg', 'Johannesburg')",Katlehong,FALSE,Johannesburg,FALSE,South Africa,TRUE
Katlehong,Katlehong,Johannesburg,"('Katlehong', 'Katlehong', 'Johannesburg')",Katlehong,FALSE,Katlehong,FALSE,South Africa,TRUE
Kaya Centre,Kaya Centre,Johannesburg,"('Kaya Centre', 'Kaya Centre', 'Johannesburg')",-19,TRUE,-19,TRUE,South Africa,TRUE
Manyisa,Maputo,Johannesburg,"('Manyisa', 'Maputo', 'Johannesburg')",Manhica,TRUE,Maputo,FALSE,Mozambique,TRUE
Mofolo South,Mofolo South,Johannesburg,"('Mofolo South', 'Mofolo South', 'Johannesburg')",Mofolo South,FALSE,Johannesburg,TRUE,South Africa,TRUE
Orange Farm,Vereeniging,Johannesburg,"('Orange Farm', 'Vereeniging', 'Johannesburg')",Orange Farm,FALSE,Vereeniging,FALSE,South Africa,TRUE
Sandton,Sandton,Johannesburg,"('Sandton', 'Sandton', 'Johannesburg')",Sandton,FALSE,Sandton,FALSE,South Africa,TRUE
Thembisa,Johannesburg,Johannesburg,"('Thembisa', 'Johannesburg', 'Johannesburg')",Thembisa,FALSE,Johannesburg,FALSE,South Africa,TRUE
Voslosrus,Voslosrus,Johannesburg,"('Voslosrus', 'Voslosrus', 'Johannesburg')",Vosloorus,TRUE,Johannesburg,TRUE,South Africa,TRUE
Juba,Juba,Juba,"('Juba', 'Juba', 'Juba')",Juba,FALSE,Juba,FALSE,South Sudan ,TRUE
Konyokonyo,Juba,Juba,"('Konyokonyo', 'Juba', 'Juba')",Hai Konyo Konyo,TRUE,Juba,FALSE,South Sudan ,TRUE
Kasarani,Nairobi,K8,"('Kasarani', 'Nairobi', 'K8')",Kasarani,FALSE,Nairobi,FALSE,Kenya,TRUE
Rongai,Rongai,Kajiado,"('Rongai', 'Rongai', 'Kajiado')",Rongai,FALSE,Nakuru,TRUE,Kenya,TRUE
Soweto,Johannesburg,Katlehong,"('Soweto', 'Johannesburg', 'Katlehong')",Soweto,FALSE,Johannesburg,FALSE,South Africa,TRUE
-3,Kayole,Kenya,"('-3', 'Kayole', 'Kenya')",-3,FALSE,Kayole,FALSE,Kenya,FALSE
-3,Kisumu,Kenya,"('-3', 'Kisumu', 'Kenya')",-3,FALSE,Kisumu,FALSE,Kenya,FALSE
-3,Nairobi,Kenya,"('-3', 'Nairobi', 'Kenya')",-3,FALSE,Nairobi,FALSE,Kenya,FALSE
-1,-1,Kenya,"('-1', '-1', 'Kenya')",-1,FALSE,-1,FALSE,Kenya,FALSE
-1,Aguthi,Kenya,"('-1', 'Aguthi', 'Kenya')",-1,FALSE,Aguthi,FALSE,Kenya,FALSE
-1,Akala,Kenya,"('-1', 'Akala', 'Kenya')",-1,FALSE,Akala,FALSE,Kenya,FALSE
-1,Alego,Kenya,"('-1', 'Alego', 'Kenya')",-1,FALSE,Alego,FALSE,Kenya,FALSE
-1,Amukura,Kenya,"('-1', 'Amukura', 'Kenya')",-1,FALSE,Amukura,FALSE,Kenya,FALSE
-1,Arambe,Kenya,"('-1', 'Arambe', 'Kenya')",-1,FALSE,Arambe,FALSE,Kenya,FALSE
-1,Athiriver,Kenya,"('-1', 'Athiriver', 'Kenya')",-1,FALSE,Athi River,TRUE,Kenya,FALSE
-1,Awendo,Kenya,"('-1', 'Awendo', 'Kenya')",-1,FALSE,Awendo,FALSE,Kenya,FALSE
-1,Banja,Kenya,"('-1', 'Banja', 'Kenya')",-1,FALSE,Banja,FALSE,Kenya,FALSE
-1,Barube,Kenya,"('-1', 'Barube', 'Kenya')",-1,FALSE,Barube,FALSE,Kenya,FALSE
-1,Block,Kenya,"('-1', 'Block', 'Kenya')",-1,FALSE,Block,FALSE,Kenya,FALSE
-1,Boeri,Kenya,"('-1', 'Boeri', 'Kenya')",-1,FALSE,Boeri,FALSE,Kenya,FALSE
-1,Bololo,Kenya,"('-1', 'Bololo', 'Kenya')",-1,FALSE,Bololo,FALSE,Kenya,FALSE
-1,Bomachoge,Kenya,"('-1', 'Bomachoge', 'Kenya')",-1,FALSE,-19,TRUE,Kenya,FALSE
-1,Bonentia,Kenya,"('-1', 'Bonentia', 'Kenya')",-1,FALSE,Bonentia,FALSE,Kenya,FALSE
-1,Bukani,Kenya,"('-1', 'Bukani', 'Kenya')",-1,FALSE,Bukani,FALSE,Kenya,FALSE
-1,Bukasa,Kenya,"('-1', 'Bukasa', 'Kenya')",-1,FALSE,-19,TRUE,Kenya,FALSE
-1,Bumula,Kenya,"('-1', 'Bumula', 'Kenya')",-1,FALSE,Bumula,FALSE,Kenya,FALSE
-1,Busia,Kenya,"('-1', 'Busia', 'Kenya')",-1,FALSE,Busia,FALSE,Kenya,FALSE
-1,Butere,Kenya,"('-1', 'Butere', 'Kenya')",-1,FALSE,Butere,FALSE,Kenya,FALSE
-1,Butula,Kenya,"('-1', 'Butula', 'Kenya')",-1,FALSE,Butula,FALSE,Kenya,FALSE
-1,Chamakanga,Kenya,"('-1', 'Chamakanga', 'Kenya')",-1,FALSE,Chamakanga,FALSE,Kenya,FALSE
-1,Chepseon,Kenya,"('-1', 'Chepseon', 'Kenya')",-1,FALSE,Chepseon,FALSE,Kenya,FALSE
-1,Chiga,Kenya,"('-1', 'Chiga', 'Kenya')",-1,FALSE,Homa Bay,TRUE,Kenya,FALSE
-1,Chogoria,Kenya,"('-1', 'Chogoria', 'Kenya')",-1,FALSE,Chogoria,FALSE,Kenya,FALSE
-1,Chwele,Kenya,"('-1', 'Chwele', 'Kenya')",-1,FALSE,Chwele,FALSE,Kenya,FALSE
-1,Dede,Kenya,"('-1', 'Dede', 'Kenya')",-1,FALSE,Dede,FALSE,Kenya,FALSE
-1,Ekero,Kenya,"('-1', 'Ekero', 'Kenya')",-1,FALSE,Ekero,FALSE,Kenya,FALSE
-1,Ekholomani,Kenya,"('-1', 'Ekholomani', 'Kenya')",-1,FALSE,Ikolomani,TRUE,Kenya,FALSE
-1,Eldamaravine,Kenya,"('-1', 'Eldamaravine', 'Kenya')",-1,FALSE,Eldamaravine,FALSE,Kenya,FALSE
-1,Elzai,Kenya,"('-1', 'Elzai', 'Kenya')",-1,FALSE,Elzai,FALSE,Kenya,FALSE
-1,Emali,Kenya,"('-1', 'Emali', 'Kenya')",-1,FALSE,Emali,FALSE,Kenya,FALSE
-1,Embu,Kenya,"('-1', 'Embu', 'Kenya')",-1,FALSE,Embu,FALSE,Kenya,FALSE
-1,Flamingo,Kenya,"('-1', 'Flamingo', 'Kenya')",-1,FALSE,Flamingo,FALSE,Kenya,FALSE
-1,Galona,Kenya,"('-1', 'Galona', 'Kenya')",-1,FALSE,Galona,FALSE,Kenya,FALSE
-1,Ganjala,Kenya,"('-1', 'Ganjala', 'Kenya')",-1,FALSE,Ganjala,FALSE,Kenya,FALSE
-1,Garissa,Kenya,"('-1', 'Garissa', 'Kenya')",-1,FALSE,Garissa,FALSE,Kenya,FALSE
-1,Gatanga,Kenya,"('-1', 'Gatanga', 'Kenya')",-1,FALSE,Gatanga,FALSE,Kenya,FALSE
-1,Gatundu,Kenya,"('-1', 'Gatundu', 'Kenya')",-1,FALSE,Gatundu,FALSE,Kenya,FALSE
-1,Gem,Kenya,"('-1', 'Gem', 'Kenya')",-1,FALSE,Gem,FALSE,Kenya,FALSE
-1,Gem Aono,Kenya,"('-1', 'Gem Aono', 'Kenya')",-1,FALSE,Gem Aono,FALSE,Kenya,FALSE
-1,Gikambura,Kenya,"('-1', 'Gikambura', 'Kenya')",-1,FALSE,Gikambura,FALSE,Kenya,FALSE
-1,Homa Bay,Kenya,"('-1', 'Homa Bay', 'Kenya')",-1,FALSE,Homa Bay,FALSE,Kenya,FALSE
-1,Iani,Kenya,"('-1', 'Iani', 'Kenya')",-1,FALSE,Iani,FALSE,Kenya,FALSE
-1,Igembe,Kenya,"('-1', 'Igembe', 'Kenya')",-1,FALSE,Igembe,FALSE,Kenya,FALSE
-1,Ikutha,Kenya,"('-1', 'Ikutha', 'Kenya')",-1,FALSE,Ikutha,FALSE,Kenya,FALSE
-1,Isinya,Kenya,"('-1', 'Isinya', 'Kenya')",-1,FALSE,Isinya,FALSE,Kenya,FALSE
-1,Ithanga,Kenya,"('-1', 'Ithanga', 'Kenya')",-1,FALSE,Ithanga,FALSE,Kenya,FALSE
-1,Itumbu,Kenya,"('-1', 'Itumbu', 'Kenya')",-1,FALSE,Itumbu,FALSE,Kenya,FALSE
-1,Jija Kona,Kenya,"('-1', 'Jija Kona', 'Kenya')",-1,FALSE,-19,TRUE,Kenya,FALSE
-1,Kabingo,Kenya,"('-1', 'Kabingo', 'Kenya')",-1,FALSE,Kabingo,FALSE,Kenya,FALSE
-1,Kabondo Kasipul,Kenya,"('-1', 'Kabondo Kasipul', 'Kenya')",-1,FALSE,Kabondo,TRUE,Kenya,FALSE
-1,Kagaa,Kenya,"('-1', 'Kagaa', 'Kenya')",-1,FALSE,Kagaa,FALSE,Kenya,FALSE
-1,Kagan,Kenya,"('-1', 'Kagan', 'Kenya')",-1,FALSE,Kagan,FALSE,Kenya,FALSE
-1,Kagema,Kenya,"('-1', 'Kagema', 'Kenya')",-1,FALSE,Kangema,TRUE,Kenya,FALSE
-1,Kai,Kenya,"('-1', 'Kai', 'Kenya')",-1,FALSE,Kai,FALSE,Kenya,FALSE
-1,Kaiti,Kenya,"('-1', 'Kaiti', 'Kenya')",-1,FALSE,Kaiti,FALSE,Kenya,FALSE
-1,Kajimbo,Kenya,"('-1', 'Kajimbo', 'Kenya')",-1,FALSE,Kajimbo,FALSE,Kenya,FALSE
-1,Kajulu,Kenya,"('-1', 'Kajulu', 'Kenya')",-1,FALSE,Kajulu,FALSE,Kenya,FALSE
-1,Kakuyuni,Kenya,"('-1', 'Kakuyuni', 'Kenya')",-1,FALSE,Kakuyuni,FALSE,Kenya,FALSE
-1,Kakuyuni-Machakos,Kenya,"('-1', 'Kakuyuni-Machakos', 'Kenya')",-1,FALSE,Kakuyuni,TRUE,Kenya,FALSE
-1,Kalii,Kenya,"('-1', 'Kalii', 'Kenya')",-1,FALSE,Kalii,FALSE,Kenya,FALSE
-1,Kamagambo,Kenya,"('-1', 'Kamagambo', 'Kenya')",-1,FALSE,Kamagambo,FALSE,Kenya,FALSE
-1,Kamakwa,Kenya,"('-1', 'Kamakwa', 'Kenya')",-1,FALSE,Kamakwa,FALSE,Kenya,FALSE
-1,Kamenya,Kenya,"('-1', 'Kamenya', 'Kenya')",-1,FALSE,Kamenya,FALSE,Kenya,FALSE
-1,Kamsero,Kenya,"('-1', 'Kamsero', 'Kenya')",-1,FALSE,-19,TRUE,Kenya,FALSE
-1,Kamuyu,Kenya,"('-1', 'Kamuyu', 'Kenya')",-1,FALSE,Kamuyu,FALSE,Kenya,FALSE
-1,Kandara,Kenya,"('-1', 'Kandara', 'Kenya')",-1,FALSE,Kandara,FALSE,Kenya,FALSE
-1,Kangaita,Kenya,"('-1', 'Kangaita', 'Kenya')",-1,FALSE,Kangaita,FALSE,Kenya,FALSE
-1,Kangema,Kenya,"('-1', 'Kangema', 'Kenya')",-1,FALSE,Kangema,FALSE,Kenya,FALSE
-1,Kangera,Kenya,"('-1', 'Kangera', 'Kenya')",-1,FALSE,Kangema,TRUE,Kenya,FALSE
-1,Kangundo,Kenya,"('-1', 'Kangundo', 'Kenya')",-1,FALSE,Kangundo,FALSE,Kenya,FALSE
-1,Kanorero,Kenya,"('-1', 'Kanorero', 'Kenya')",-1,FALSE,Kanorero,FALSE,Kenya,FALSE
-1,Kanyaduera,Kenya,"('-1', 'Kanyaduera', 'Kenya')",-1,FALSE,Kanyaduera,FALSE,Kenya,FALSE
-1,Kanyamedha,Kenya,"('-1', 'Kanyamedha', 'Kenya')",-1,FALSE,Kanyamedha,FALSE,Kenya,FALSE
-1,Kanyamkago,Kenya,"('-1', 'Kanyamkago', 'Kenya')",-1,FALSE,Kanyamkago,FALSE,Kenya,FALSE
-1,Kanyidoto,Kenya,"('-1', 'Kanyidoto', 'Kenya')",-1,FALSE,-19,TRUE,Kenya,FALSE
-1,Kanyimbo,Kenya,"('-1', 'Kanyimbo', 'Kenya')",-1,FALSE,Kanyimbo,FALSE,Kenya,FALSE
-1,Kanyipul,Kenya,"('-1', 'Kanyipul', 'Kenya')",-1,FALSE,-19,TRUE,Kenya,FALSE
-1,Kapiyo,Kenya,"('-1', 'Kapiyo', 'Kenya')",-1,FALSE,Kapiyo,FALSE,Kenya,FALSE
-1,Kapkenigi,Kenya,"('-1', 'Kapkenigi', 'Kenya')",-1,FALSE,Kapkenigi,FALSE,Kenya,FALSE
-1,Kapsabet,Kenya,"('-1', 'Kapsabet', 'Kenya')",-1,FALSE,Kapsabet,FALSE,Kenya,FALSE
-1,Kapsaret,Kenya,"('-1', 'Kapsaret', 'Kenya')",-1,FALSE,Kapsaret,FALSE,Kenya,FALSE
-1,Karabuor,Kenya,"('-1', 'Karabuor', 'Kenya')",-1,FALSE,Karabuor,FALSE,Kenya,FALSE
-1,Karateng Village,Kenya,"('-1', 'Karateng Village', 'Kenya')",-1,FALSE,Kisumu,TRUE,Kenya,FALSE
-1,Karatina- Nyeri,Kenya,"('-1', 'Karatina- Nyeri', 'Kenya')",-1,FALSE,Karatina,TRUE,Kenya,FALSE
-1,Karinde,Kenya,"('-1', 'Karinde', 'Kenya')",-1,FALSE,Karinde,FALSE,Kenya,FALSE
-1,Karinga,Kenya,"('-1', 'Karinga', 'Kenya')",-1,FALSE,Karinga,FALSE,Kenya,FALSE
-1,Karungu,Kenya,"('-1', 'Karungu', 'Kenya')",-1,FALSE,Karungu,FALSE,Kenya,FALSE
-1,Kasipul,Kenya,"('-1', 'Kasipul', 'Kenya')",-1,FALSE,Kasipul,FALSE,Kenya,FALSE
-1,Kasule,Kenya,"('-1', 'Kasule', 'Kenya')",-1,FALSE,Kasule,FALSE,Kenya,FALSE
-1,Katheka Kai,Kenya,"('-1', 'Katheka Kai', 'Kenya')",-1,FALSE,Katheka Kai,FALSE,Kenya,FALSE
-1,Kathiani,Kenya,"('-1', 'Kathiani', 'Kenya')",-1,FALSE,Kathiani,FALSE,Kenya,FALSE
-1,Katitu,Kenya,"('-1', 'Katitu', 'Kenya')",-1,FALSE,Katitu,FALSE,Kenya,FALSE
-1,Kawango,Kenya,"('-1', 'Kawango', 'Kenya')",-1,FALSE,Kawango,FALSE,Kenya,FALSE
-1,Kawangware,Kenya,"('-1', 'Kawangware', 'Kenya')",-1,FALSE,Kawangware,FALSE,Kenya,FALSE
-1,Kawangware Muslim,Kenya,"('-1', 'Kawangware Muslim', 'Kenya')",-1,FALSE,Kawangware Muslim,FALSE,Kenya,FALSE
-1,Kayole,Kenya,"('-1', 'Kayole', 'Kenya')",-1,FALSE,Kayole,FALSE,Kenya,FALSE
-1,Kebirigo,Kenya,"('-1', 'Kebirigo', 'Kenya')",-1,FALSE,Kebirigo,FALSE,Kenya,FALSE
-1,Kegogi,Kenya,"('-1', 'Kegogi', 'Kenya')",-1,FALSE,Kegogi,FALSE,Kenya,FALSE
-1,Kehancha,Kenya,"('-1', 'Kehancha', 'Kenya')",-1,FALSE,Kehancha,FALSE,Kenya,FALSE
-1,Kenol,Kenya,"('-1', 'Kenol', 'Kenya')",-1,FALSE,Kenol,FALSE,Kenya,FALSE
-1,Keroka,Kenya,"('-1', 'Keroka', 'Kenya')",-1,FALSE,Keroka,FALSE,Kenya,FALSE
-1,Kerugoya,Kenya,"('-1', 'Kerugoya', 'Kenya')",-1,FALSE,Kerugoya,FALSE,Kenya,FALSE
-1,Kiamokama,Kenya,"('-1', 'Kiamokama', 'Kenya')",-1,FALSE,Kiamokama,FALSE,Kenya,FALSE
-1,Kiangeni,Kenya,"('-1', 'Kiangeni', 'Kenya')",-1,FALSE,Kiangeni,FALSE,Kenya,FALSE
-1,Kianjae,Kenya,"('-1', 'Kianjae', 'Kenya')",-1,FALSE,Kianjai,TRUE,Kenya,FALSE
-1,Kibera,Kenya,"('-1', 'Kibera', 'Kenya')",-1,FALSE,Kibera,FALSE,Kenya,FALSE
-1,Kibichiku-Kiambu,Kenya,"('-1', 'Kibichiku-Kiambu', 'Kenya')",-1,FALSE,Kibichiku,TRUE,Kenya,FALSE
-1,Kibra,Kenya,"('-1', 'Kibra', 'Kenya')",-1,FALSE,Kibera,TRUE,Kenya,FALSE
-1,Kibungo,Kenya,"('-1', 'Kibungo', 'Kenya')",-1,FALSE,Kibungo,FALSE,Kenya,FALSE
-1,Kibwezi,Kenya,"('-1', 'Kibwezi', 'Kenya')",-1,FALSE,Kibwezi,FALSE,Kenya,FALSE
-1,Kiharo,Kenya,"('-1', 'Kiharo', 'Kenya')",-1,FALSE,Kiharo,FALSE,Kenya,FALSE
-1,Kiharu,Kenya,"('-1', 'Kiharu', 'Kenya')",-1,FALSE,Kiharu,FALSE,Kenya,FALSE
-1,Kihila,Kenya,"('-1', 'Kihila', 'Kenya')",-1,FALSE,-19,TRUE,Kenya,FALSE
-1,Kikuyu,Kenya,"('-1', 'Kikuyu', 'Kenya')",-1,FALSE,Kikuyu,FALSE,Kenya,FALSE
-1,Kikwa,Kenya,"('-1', 'Kikwa', 'Kenya')",-1,FALSE,Kikwa,FALSE,Kenya,FALSE
-1,Kilgoris,Kenya,"('-1', 'Kilgoris', 'Kenya')",-1,FALSE,Kilgoris,FALSE,Kenya,FALSE
-1,Kilingini,Kenya,"('-1', 'Kilingini', 'Kenya')",-1,FALSE,Kilingini,FALSE,Kenya,FALSE
-1,Kimbimbi,Kenya,"('-1', 'Kimbimbi', 'Kenya')",-1,FALSE,Kimbimbi,FALSE,Kenya,FALSE
-1,Kimilili,Kenya,"('-1', 'Kimilili', 'Kenya')",-1,FALSE,Kimilili,FALSE,Kenya,FALSE
-1,Kipsongo,Kenya,"('-1', 'Kipsongo', 'Kenya')",-1,FALSE,Kipsongo,FALSE,Kenya,FALSE
-1,Kiriaini,Kenya,"('-1', 'Kiriaini', 'Kenya')",-1,FALSE,Kiriani,TRUE,Kenya,FALSE
-1,Kiriani,Kenya,"('-1', 'Kiriani', 'Kenya')",-1,FALSE,Kiriani,FALSE,Kenya,FALSE
-1,Kisasi,Kenya,"('-1', 'Kisasi', 'Kenya')",-1,FALSE,Kisasi,FALSE,Kenya,FALSE
-1,Kisau,Kenya,"('-1', 'Kisau', 'Kenya')",-1,FALSE,Kisau,FALSE,Kenya,FALSE
-1,Kisauni,Kenya,"('-1', 'Kisauni', 'Kenya')",-1,FALSE,Kisauni,FALSE,Kenya,FALSE
-1,Kiserian,Kenya,"('-1', 'Kiserian', 'Kenya')",-1,FALSE,Kiserian,FALSE,Kenya,FALSE
-1,Kiseti,Kenya,"('-1', 'Kiseti', 'Kenya')",-1,FALSE,Kiseti,FALSE,Kenya,FALSE
-1,Kisii,Kenya,"('-1', 'Kisii', 'Kenya')",-1,FALSE,Kisii,FALSE,Kenya,FALSE
-1,Kitale,Kenya,"('-1', 'Kitale', 'Kenya')",-1,FALSE,Kitale,FALSE,Kenya,FALSE
-1,Kiteng'Ei,Kenya,"('-1', ""Kiteng'Ei"", 'Kenya')",-1,FALSE,Kiteng'Ei,FALSE,Kenya,FALSE
-1,Kiteta,Kenya,"('-1', 'Kiteta', 'Kenya')",-1,FALSE,Kiteta,FALSE,Kenya,FALSE
-1,Kithimani,Kenya,"('-1', 'Kithimani', 'Kenya')",-1,FALSE,Kithimani,FALSE,Kenya,FALSE
-1,Kithyoko,Kenya,"('-1', 'Kithyoko', 'Kenya')",-1,FALSE,Kithyoko,FALSE,Kenya,FALSE
