,respondentID,birthyear,age,duration,interval,location_name,location_type,location_latlon,distance_from_origin_location_km,distance_from_previous_location_km,distance_from_properties_owned_km,mother_tongue,n_moves,work_type,employment_status,work_aspiration,financial_support,children,children_since_leaving,p_kmGeo,p_kmGrC,O_kmGeo,O_kmGrC,lat,lon
277354.04,277354,1989,32,,,,4th migration location,,,,,Kikuyu,3,-3,Self-employed (run small business/income generation project),Chef,500.0,Yes,2,,,,,,
277354.05,277354,1989,32,216,0,"('Kawangware', 'Nairobi', 'Kenya')",current location,"(-1.2784631000000002, 36.751643)",10.41574408479293,0.0,,Kikuyu,3,-3,Self-employed (run small business/income generation project),Chef,500.0,Yes,2,0.0,0.0,10.41574408479293,10.413551766895969,-1.2784631000000002,36.751643
277354.06,277354,1989,32,360,144,"('Kawangware', 'Nairobi', 'Kenya')",current location,"(-1.2784631000000002, 36.751643)",10.41574408479293,0.0,,Kikuyu,3,-3,Self-employed (run small business/income generation project),Chef,500.0,Yes,2,0.0,0.0,10.41574408479293,10.413551766895969,-1.2784631000000002,36.751643
277354.07,277354,1989,32,366,6,,aspiration 2-6 months,,,,,Kikuyu,3,-3,Self-employed (run small business/income generation project),Chef,500.0,Yes,2,,,,,,
277354.08,277354,1989,32,384,18,,planned move 2 yrs,,,,,Kikuyu,3,-3,Self-employed (run small business/income generation project),Chef,500.0,Yes,2,,,,,,
277354.09,277354,1989,32,480,96,,planned move 10 yrs,,,,,Kikuyu,3,-3,Self-employed (run small business/income generation project),Chef,500.0,Yes,2,,,,,,
277354.1,277354,1989,32,600,120,,planned move retirement,,,,,Kikuyu,3,-3,Self-employed (run small business/income generation project),Chef,500.0,Yes,2,,,,,,
277372.0,277372,1990,31,0,240,"('Bududa', 'Nambale', 'Uganda')",origin,"(1.0421170000000002, 34.39875494391064)",0,0,,Mganda Mgisu,3,-3,Unemployed ,Shop Business,500.0,Yes,0,0,0,0,0,1.0421170000000002,34.39875494391064
277372.01,277372,1990,31,240,3,"('Busia', 'Kakamega', 'Kenya')",1st migration location,"(0.3712048, 34.26479520608315)",75.66946099082658,75.66946099082658,,Mganda Mgisu,3,-3,Unemployed ,Shop Business,500.0,Yes,0,75.66946099082658,76.07446062430324,75.66946099082658,76.07446062430324,0.3712048,34.26479520608315
277372.02,277372,1990,31,,,,2nd migration location,,,,,Mganda Mgisu,3,-3,Unemployed ,Shop Business,500.0,Yes,0,,,,,,
277372.03,277372,1990,31,,,,3rd migration location,,,,,Mganda Mgisu,3,-3,Unemployed ,Shop Business,500.0,Yes,0,,,,,,
277372.04,277372,1990,31,,,,4th migration location,,,,,Mganda Mgisu,3,-3,Unemployed ,Shop Business,500.0,Yes,0,,,,,,
277372.05,277372,1990,31,243,0,"('Kawangware', 'Nairobi', 'Kenya')",current location,"(-1.2784631000000002, 36.751643)",366.65462949768,331.5134694124381,,Mganda Mgisu,3,-3,Unemployed ,Shop Business,500.0,Yes,0,331.5134694124381,331.8200123077165,366.65462949768,367.4554867380278,-1.2784631000000002,36.751643
277372.06,277372,1990,31,252,9,"('Kawangware', 'Nairobi', 'Kenya')",current location,"(-1.2784631000000002, 36.751643)",366.65462949768,0.0,,Mganda Mgisu,3,-3,Unemployed ,Shop Business,500.0,Yes,0,0.0,0.0,366.65462949768,367.4554867380278,-1.2784631000000002,36.751643
277372.07,277372,1990,31,258,6,,aspiration 2-6 months,,,,,Mganda Mgisu,3,-3,Unemployed ,Shop Business,500.0,Yes,0,,,,,,
277372.08,277372,1990,31,276,18,,planned move 2 yrs,,,,,Mganda Mgisu,3,-3,Unemployed ,Shop Business,500.0,Yes,0,,,,,,
277372.09,277372,1990,31,372,96,,planned move 10 yrs,,,,,Mganda Mgisu,3,-3,Unemployed ,Shop Business,500.0,Yes,0,,,,,,
277372.1,277372,1990,31,492,120,,planned move retirement,,,,,Mganda Mgisu,3,-3,Unemployed ,Shop Business,500.0,Yes,0,,,,,,
277374.0,277374,1995,26,0,72,"('Dinka', 'Warrap', 'South Sudan')",origin,"(-1.2784631000000002, 36.751643)",0,0,,Dinka,3,-3,University/technikon/correspondence student,Community Health Work,,No,-1,0,0,0,0,-1.2784631000000002,36.751643
277374.01,277374,1995,26,,,"('Tumbra', 'Southsudan', 'Southsudan')",1st migration location,,,,,Dinka,3,-3,University/technikon/correspondence student,Community Health Work,,No,-1,,,,,,
277374.02,277374,1995,26,,,"('South C', 'Nairobi', 'Kenya')",2nd migration location,,,,,Dinka,3,-3,University/technikon/correspondence student,Community Health Work,,No,-1,,,,,,
277374.03,277374,1995,26,,,"('Kawangware', 'Nairobi', 'Kenya')",3rd migration location,,,,,Dinka,3,-3,University/technikon/correspondence student,Community Health Work,,No,-1,,,,,,
277374.04,277374,1995,26,,,,4th migration location,,,,,Dinka,3,-3,University/technikon/correspondence student,Community Health Work,,No,-1,,,,,,
277374.05,277374,1995,26,72,0,"('Kawangware', 'Nairobi', 'Kenya')",current location,"(-1.2784631000000002, 36.751643)",0.0,0.0,,Dinka,3,-3,University/technikon/correspondence student,Community Health Work,,No,-1,0.0,0.0,0.0,0.0,-1.2784631000000002,36.751643
277374.06,277374,1995,26,84,12,"('Kawangware', 'Nairobi', 'Kenya')",current location,"(-1.2784631000000002, 36.751643)",0.0,0.0,,Dinka,3,-3,University/technikon/correspondence student,Community Health Work,,No,-1,0.0,0.0,0.0,0.0,-1.2784631000000002,36.751643
277374.07,277374,1995,26,90,6,,aspiration 2-6 months,,,,,Dinka,3,-3,University/technikon/correspondence student,Community Health Work,,No,-1,,,,,,
277374.08,277374,1995,26,108,18,,planned move 2 yrs,,,,,Dinka,3,-3,University/technikon/correspondence student,Community Health Work,,No,-1,,,,,,
277374.09,277374,1995,26,204,96,,planned move 10 yrs,,,,,Dinka,3,-3,University/technikon/correspondence student,Community Health Work,,No,-1,,,,,,
277374.1,277374,1995,26,324,120,,planned move retirement,,,,,Dinka,3,-3,University/technikon/correspondence student,Community Health Work,,No,-1,,,,,,
277415.0,277415,1998,23,0,180,"('Sondu', 'Nyamira', 'Kenya')",origin,"(-0.4616812, 35.125814)",0,0,,Kisii,1,-3,Working full-time (formal/informal sector),Electrician,,Yes,1,0,0,0,0,-0.4616812,35.125814
277415.01,277415,1998,23,180,72,"('Kawangware', 'Nairobi', 'Kenya')",1st migration location,"(-1.2784631000000002, 36.751643)",202.24958584308604,202.24958584308604,,Kisii,1,-3,Working full-time (formal/informal sector),Electrician,,Yes,1,202.24958584308604,202.2955588984582,202.24958584308604,202.2955588984582,-1.2784631000000002,36.751643
277415.02,277415,1998,23,,,,2nd migration location,,,,,Kisii,1,-3,Working full-time (formal/informal sector),Electrician,,Yes,1,,,,,,
277415.03,277415,1998,23,,,,3rd migration location,,,,,Kisii,1,-3,Working full-time (formal/informal sector),Electrician,,Yes,1,,,,,,
277415.04,277415,1998,23,,,,4th migration location,,,,,Kisii,1,-3,Working full-time (formal/informal sector),Electrician,,Yes,1,,,,,,
277415.05,277415,1998,23,252,0,"('Kawangware', 'Nairobi', 'Kenya')",current location,"(-1.2784631000000002, 36.751643)",202.24958584308604,0.0,,Kisii,1,-3,Working full-time (formal/informal sector),Electrician,,Yes,1,0.0,0.0,202.24958584308604,202.2955588984582,-1.2784631000000002,36.751643
277415.06,277415,1998,23,384,132,"('Kawangware', 'Nairobi', 'Kenya')",current location,"(-1.2784631000000002, 36.751643)",202.24958584308604,0.0,,Kisii,1,-3,Working full-time (formal/informal sector),Electrician,,Yes,1,0.0,0.0,202.24958584308604,202.2955588984582,-1.2784631000000002,36.751643
277415.07,277415,1998,23,390,6,,aspiration 2-6 months,,,,,Kisii,1,-3,Working full-time (formal/informal sector),Electrician,,Yes,1,,,,,,
277415.08,277415,1998,23,408,18,,planned move 2 yrs,,,,,Kisii,1,-3,Working full-time (formal/informal sector),Electrician,,Yes,1,,,,,,
277415.09,277415,1998,23,504,96,,planned move 10 yrs,,,,,Kisii,1,-3,Working full-time (formal/informal sector),Electrician,,Yes,1,,,,,,
277415.1,277415,1998,23,624,120,,planned move retirement,,,,,Kisii,1,-3,Working full-time (formal/informal sector),Electrician,,Yes,1,,,,,,
277420.0,277420,2001,20,0,236,"('Kitale', 'Kakamenga', 'Kenya')",origin,"(1.018076, 35.000236)",0,0,,Luhya,1,-3,Doing casual jobs,Saloonist,1000.0,Yes,1,0,0,0,0,1.018076,35.000236
277420.01,277420,2001,20,236,6,"('Kawangware', 'Nairobi', 'Kenya')",1st migration location,"(-1.2784631000000002, 36.751643)",320.1423913610997,320.1423913610997,,Luhya,1,-3,Doing casual jobs,Saloonist,1000.0,Yes,1,320.1423913610997,321.1419471386629,320.1423913610997,321.1419471386629,-1.2784631000000002,36.751643
277420.02,277420,2001,20,,,,2nd migration location,,,,,Luhya,1,-3,Doing casual jobs,Saloonist,1000.0,Yes,1,,,,,,
277420.03,277420,2001,20,,,,3rd migration location,,,,,Luhya,1,-3,Doing casual jobs,Saloonist,1000.0,Yes,1,,,,,,
277420.04,277420,2001,20,,,,4th migration location,,,,,Luhya,1,-3,Doing casual jobs,Saloonist,1000.0,Yes,1,,,,,,
277420.05,277420,2001,20,242,0,"('Kawangware', 'Nairobi', 'Kenya')",current location,"(-1.2784631000000002, 36.751643)",320.1423913610997,0.0,,Luhya,1,-3,Doing casual jobs,Saloonist,1000.0,Yes,1,0.0,0.0,320.1423913610997,321.1419471386629,-1.2784631000000002,36.751643
277420.06,277420,2001,20,272,30,"('Kawangware', 'Nairobi', 'Kenya')",current location,"(-1.2784631000000002, 36.751643)",320.1423913610997,0.0,,Luhya,1,-3,Doing casual jobs,Saloonist,1000.0,Yes,1,0.0,0.0,320.1423913610997,321.1419471386629,-1.2784631000000002,36.751643
277420.07,277420,2001,20,278,6,,aspiration 2-6 months,,,,,Luhya,1,-3,Doing casual jobs,Saloonist,1000.0,Yes,1,,,,,,
277420.08,277420,2001,20,296,18,,planned move 2 yrs,,,,,Luhya,1,-3,Doing casual jobs,Saloonist,1000.0,Yes,1,,,,,,
277420.09,277420,2001,20,392,96,,planned move 10 yrs,,,,,Luhya,1,-3,Doing casual jobs,Saloonist,1000.0,Yes,1,,,,,,
277420.1,277420,2001,20,512,120,,planned move retirement,,,,,Luhya,1,-3,Doing casual jobs,Saloonist,1000.0,Yes,1,,,,,,
277424.0,277424,1997,24,0,48,"('Kawangware', 'Nairobi', 'Kenya')",origin,"(-1.2784631000000002, 36.751643)",0,0,,Dholuo ,0,Other (specify),Unemployed ,Clearing And Forwading,,No,-1,0,0,0,0,-1.2784631000000002,36.751643
277424.01,277424,1997,24,,,,1st migration location,,,,,Dholuo ,0,Other (specify),Unemployed ,Clearing And Forwading,,No,-1,,,,,,
277424.02,277424,1997,24,,,,2nd migration location,,,,,Dholuo ,0,Other (specify),Unemployed ,Clearing And Forwading,,No,-1,,,,,,
277424.03,277424,1997,24,,,,3rd migration location,,,,,Dholuo ,0,Other (specify),Unemployed ,Clearing And Forwading,,No,-1,,,,,,
277424.04,277424,1997,24,,,,4th migration location,,,,,Dholuo ,0,Other (specify),Unemployed ,Clearing And Forwading,,No,-1,,,,,,
277424.05,277424,1997,24,48,0,"('Kawangware', 'Nairobi', 'Kenya')",current location,"(-1.2784631000000002, 36.751643)",0.0,0.0,,Dholuo ,0,Other (specify),Unemployed ,Clearing And Forwading,,No,-1,0.0,0.0,0.0,0.0,-1.2784631000000002,36.751643
277424.06,277424,1997,24,72,24,"('Kawangware', 'Nairobi', 'Kenya')",current location,"(-1.2784631000000002, 36.751643)",0.0,0.0,,Dholuo ,0,Other (specify),Unemployed ,Clearing And Forwading,,No,-1,0.0,0.0,0.0,0.0,-1.2784631000000002,36.751643
277424.07,277424,1997,24,78,6,,aspiration 2-6 months,,,,,Dholuo ,0,Other (specify),Unemployed ,Clearing And Forwading,,No,-1,,,,,,
277424.08,277424,1997,24,96,18,,planned move 2 yrs,,,,,Dholuo ,0,Other (specify),Unemployed ,Clearing And Forwading,,No,-1,,,,,,
277424.09,277424,1997,24,192,96,,planned move 10 yrs,,,,,Dholuo ,0,Other (specify),Unemployed ,Clearing And Forwading,,No,-1,,,,,,
277424.1,277424,1997,24,312,120,,planned move retirement,,,,,Dholuo ,0,Other (specify),Unemployed ,Clearing And Forwading,,No,-1,,,,,,
277425.0,277425,1986,35,0,186,"('Kawangware', 'Nairobi', 'Kenya')",origin,"(-1.2784631000000002, 36.751643)",0,0,,Kamba,1,-3,Casual employment/temporary worker,Mechanic,2000.0,Yes,1,0,0,0,0,-1.2784631000000002,36.751643
277425.01,277425,1986,35,,,,1st migration location,,,,,Kamba,1,-3,Casual employment/temporary worker,Mechanic,2000.0,Yes,1,,,,,,
277425.02,277425,1986,35,,,,2nd migration location,,,,,Kamba,1,-3,Casual employment/temporary worker,Mechanic,2000.0,Yes,1,,,,,,
277425.03,277425,1986,35,,,,3rd migration location,,,,,Kamba,1,-3,Casual employment/temporary worker,Mechanic,2000.0,Yes,1,,,,,,
277425.04,277425,1986,35,,,,4th migration location,,,,,Kamba,1,-3,Casual employment/temporary worker,Mechanic,2000.0,Yes,1,,,,,,
277425.05,277425,1986,35,186,0,"('Kawangware', 'Nairobi', 'Kenya')",current location,"(-1.2784631000000002, 36.751643)",0.0,0.0,,Kamba,1,-3,Casual employment/temporary worker,Mechanic,2000.0,Yes,1,0.0,0.0,0.0,0.0,-1.2784631000000002,36.751643
277425.06,277425,1986,35,203,17,"('Kawangware', 'Nairobi', 'Kenya')",current location,"(-1.2784631000000002, 36.751643)",0.0,0.0,,Kamba,1,-3,Casual employment/temporary worker,Mechanic,2000.0,Yes,1,0.0,0.0,0.0,0.0,-1.2784631000000002,36.751643
277425.07,277425,1986,35,209,6,,aspiration 2-6 months,,,,,Kamba,1,-3,Casual employment/temporary worker,Mechanic,2000.0,Yes,1,,,,,,
277425.08,277425,1986,35,227,18,,planned move 2 yrs,,,,,Kamba,1,-3,Casual employment/temporary worker,Mechanic,2000.0,Yes,1,,,,,,
277425.09,277425,1986,35,323,96,,planned move 10 yrs,,,,,Kamba,1,-3,Casual employment/temporary worker,Mechanic,2000.0,Yes,1,,,,,,
277425.1,277425,1986,35,443,120,,planned move retirement,,,,,Kamba,1,-3,Casual employment/temporary worker,Mechanic,2000.0,Yes,1,,,,,,
277426.0,277426,1988,33,,,"('Gonjoni', 'Kwale', 'Kenya')",origin,,,,,Dholuo,2,Working full-time (formal/informal sector),Working full-time (formal/informal sector),Teaching,,Yes,1,,,,,,
277426.01,277426,1988,33,,,"('Kawangware', 'Nairobi', 'Kenya')",1st migration location,,,,,Dholuo,2,Working full-time (formal/informal sector),Working full-time (formal/informal sector),Teaching,,Yes,1,,,,,,
277426.02,277426,1988,33,,,,2nd migration location,,,,,Dholuo,2,Working full-time (formal/informal sector),Working full-time (formal/informal sector),Teaching,,Yes,1,,,,,,
277426.03,277426,1988,33,,,,3rd migration location,,,,,Dholuo,2,Working full-time (formal/informal sector),Working full-time (formal/informal sector),Teaching,,Yes,1,,,,,,
277426.04,277426,1988,33,,,,4th migration location,,,,,Dholuo,2,Working full-time (formal/informal sector),Working full-time (formal/informal sector),Teaching,,Yes,1,,,,,,
277426.05,277426,1988,33,0,0,"('Kawangware', 'Nairobi', 'Kenya')",current location,"(-1.2784631000000002, 36.751643)",0,0,,Dholuo,2,Working full-time (formal/informal sector),Working full-time (formal/informal sector),Teaching,,Yes,1,0,0,0,0,-1.2784631000000002,36.751643
277426.06,277426,1988,33,24,24,"('Kawangware', 'Nairobi', 'Kenya')",current location,"(-1.2784631000000002, 36.751643)",0.0,0.0,,Dholuo,2,Working full-time (formal/informal sector),Working full-time (formal/informal sector),Teaching,,Yes,1,0.0,0.0,0.0,0.0,-1.2784631000000002,36.751643
277426.07,277426,1988,33,30,6,,aspiration 2-6 months,,,,,Dholuo,2,Working full-time (formal/informal sector),Working full-time (formal/informal sector),Teaching,,Yes,1,,,,,,
277426.08,277426,1988,33,48,18,,planned move 2 yrs,,,,,Dholuo,2,Working full-time (formal/informal sector),Working full-time (formal/informal sector),Teaching,,Yes,1,,,,,,
277426.09,277426,1988,33,144,96,,planned move 10 yrs,,,,,Dholuo,2,Working full-time (formal/informal sector),Working full-time (formal/informal sector),Teaching,,Yes,1,,,,,,
277426.1,277426,1988,33,264,120,,planned move retirement,,,,,Dholuo,2,Working full-time (formal/informal sector),Working full-time (formal/informal sector),Teaching,,Yes,1,,,,,,
277444.0,277444,1984,37,,,"('Nairobi Nursing School', 'Nairobi', 'Kenya')",origin,,,,,Luhya,2,-3,Working full-time (formal/informal sector),Lecturer,3000.0,Yes,2,,,,,,
277444.01,277444,1984,37,,,"('Kawangware', 'Nairobi', 'Kenya')",1st migration location,,,,,Luhya,2,-3,Working full-time (formal/informal sector),Lecturer,3000.0,Yes,2,,,,,,
277444.02,277444,1984,37,,,,2nd migration location,,,,,Luhya,2,-3,Working full-time (formal/informal sector),Lecturer,3000.0,Yes,2,,,,,,
277444.03,277444,1984,37,,,,3rd migration location,,,,,Luhya,2,-3,Working full-time (formal/informal sector),Lecturer,3000.0,Yes,2,,,,,,
277444.04,277444,1984,37,,,,4th migration location,,,,,Luhya,2,-3,Working full-time (formal/informal sector),Lecturer,3000.0,Yes,2,,,,,,
277444.05,277444,1984,37,0,0,"('Kawangware', 'Nairobi', 'Kenya')",current location,"(-1.2784631000000002, 36.751643)",0,0,,Luhya,2,-3,Working full-time (formal/informal sector),Lecturer,3000.0,Yes,2,0,0,0,0,-1.2784631000000002,36.751643
277444.06,277444,1984,37,38,38,"('Kawangware', 'Nairobi', 'Kenya')",current location,"(-1.2784631000000002, 36.751643)",0.0,0.0,,Luhya,2,-3,Working full-time (formal/informal sector),Lecturer,3000.0,Yes,2,0.0,0.0,0.0,0.0,-1.2784631000000002,36.751643
277444.07,277444,1984,37,44,6,,aspiration 2-6 months,,,,,Luhya,2,-3,Working full-time (formal/informal sector),Lecturer,3000.0,Yes,2,,,,,,
277444.08,277444,1984,37,62,18,,planned move 2 yrs,,,,,Luhya,2,-3,Working full-time (formal/informal sector),Lecturer,3000.0,Yes,2,,,,,,
277444.09,277444,1984,37,158,96,,planned move 10 yrs,,,,,Luhya,2,-3,Working full-time (formal/informal sector),Lecturer,3000.0,Yes,2,,,,,,
277444.1,277444,1984,37,278,120,,planned move retirement,,,,,Luhya,2,-3,Working full-time (formal/informal sector),Lecturer,3000.0,Yes,2,,,,,,
277446.0,277446,1996,25,0,240,"('Chibutoki', 'Bujumbura', 'Burundi')",origin,"(-1.65595075, 28.715104220549758)",0,0,,Kiburundi,3,-3,Self-employed (run small business/income generation project),Driving A Public Service Vehicle,5000.0,Yes,1,0,0,0,0,-1.65595075,28.715104220549758
277446.01,277446,1996,25,240,7,"('Katoi', 'Goma', 'Drc')",1st migration location,"(-1.2784631000000002, 36.751643)",895.3035106245896,895.3035106245896,,Kiburundi,3,-3,Self-employed (run small business/income generation project),Driving A Public Service Vehicle,5000.0,Yes,1,895.3035106245896,894.3141109594908,895.3035106245896,894.3141109594908,-1.2784631000000002,36.751643
277446.02,277446,1996,25,,,"('Kawangware', 'Nairobi', 'Kenya')",2nd migration location,,,,,Kiburundi,3,-3,Self-employed (run small business/income generation project),Driving A Public Service Vehicle,5000.0,Yes,1,,,,,,
277446.03,277446,1996,25,,,,3rd migration location,,,,,Kiburundi,3,-3,Self-employed (run small business/income generation project),Driving A Public Service Vehicle,5000.0,Yes,1,,,,,,
277446.04,277446,1996,25,,,,4th migration location,,,,,Kiburundi,3,-3,Self-employed (run small business/income generation project),Driving A Public Service Vehicle,5000.0,Yes,1,,,,,,
277446.05,277446,1996,25,247,0,"('Kawangware', 'Nairobi', 'Kenya')",current location,"(-1.2784631000000002, 36.751643)",895.3035106245896,0.0,,Kiburundi,3,-3,Self-employed (run small business/income generation project),Driving A Public Service Vehicle,5000.0,Yes,1,0.0,0.0,895.3035106245896,894.3141109594908,-1.2784631000000002,36.751643
277446.06,277446,1996,25,283,36,"('Kawangware', 'Nairobi', 'Kenya')",current location,"(-1.2784631000000002, 36.751643)",895.3035106245896,0.0,,Kiburundi,3,-3,Self-employed (run small business/income generation project),Driving A Public Service Vehicle,5000.0,Yes,1,0.0,0.0,895.3035106245896,894.3141109594908,-1.2784631000000002,36.751643
277446.07,277446,1996,25,289,6,,aspiration 2-6 months,,,,,Kiburundi,3,-3,Self-employed (run small business/income generation project),Driving A Public Service Vehicle,5000.0,Yes,1,,,,,,
277446.08,277446,1996,25,307,18,,planned move 2 yrs,,,,,Kiburundi,3,-3,Self-employed (run small business/income generation project),Driving A Public Service Vehicle,5000.0,Yes,1,,,,,,
277446.09,277446,1996,25,403,96,,planned move 10 yrs,,,,,Kiburundi,3,-3,Self-employed (run small business/income generation project),Driving A Public Service Vehicle,5000.0,Yes,1,,,,,,
277446.1,277446,1996,25,523,120,,planned move retirement,,,,,Kiburundi,3,-3,Self-employed (run small business/income generation project),Driving A Public Service Vehicle,5000.0,Yes,1,,,,,,
