,ID,ID_ordered,location,dist,azimuth,lat_x,lon_x,location_type,max_dist_moves,grouping,location_l,location_near,location_country,city_8,neighborhood_9,orig_country_103,gender_4,employment_status_303,number_moves_200,work_kind_307,migrant_status_3,ethnic_group_106,mother_tongue_115,refugee_214,send_money_310,financial_support_320,retireOrigindist,retireOriginaz,geometry,lat_y,lon_y,in_thm,move_count_in,In_No_Answer,In_Education,In_Housing,In_Kin,In_Restart,In_Safety,In_Work,out_thm,move_count_out,Out_No_Answer,Out_Education,Out_Housing,Out_Kin,Out_Remain,Out_Restart,Out_Safety,Out_Work
82,279489,279489.01,"('Kawangware', 'Kawangware  Na', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,202,245.8051419309156,moves200,Kawangware,Kawangware  Na,Kenya,Nairobi,Kawangware,Kenya,Female,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Luo,Dholuo,No,-3,-3,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,279532,279532.01,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,202,0.0,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Maragoli,Kimaragoli,No,No,No,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
84,279537,279537.01,"('Kawangware', 'Nairobi', 'Kenya')",7.292625401689183,3.0829015492285707,36.751643,-1.2784631000000002,202,271.74214040531604,moves200,Kawangware,Nairobi,Kenya,Nairobi,-3,Kenya ,-3,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),Yes,Luhya,Luhya,No,Yes,No,0.0,0.0,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
85,279552,279552.05,"('Dadaab', 'Turkana', 'Kenya')",411.43202212693046,0.2787759620583829,40.30764,0.0525550999999999,215,485.1871645287762,moves200,Dadaab,Turkana,Kenya,Nairobi,Kawangware,Uganda,Male,Working part-time (formal/informal sector),0,Working part-time (formal/informal sector),No,Meru,Kimeru,Yes,Yes,No,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
87,279583,279583.02,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,206,115.34258885742528,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Female,Unemployed ,2,Unemployed,Yes,Agikuyu,Swahili,No,Yes,Yes,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
89,279607,279607.02,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,206,244.5734555748184,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Female,Unemployed ,3,Casual employment/temporary worker,Yes,Luo,Luo,No,Yes,Yes,231.39508936258989,2.8257684057993284,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
90,279617,279617.01,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,202,277.59287427028966,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya ,Male,University/technikon/correspondence student,0,University/technikon/correspondence student,Yes,Luo,Dholuo,No,Yes,Yes,31.78773233937406,0.2140853892197016,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
94,279627,279627.04,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,214,407.6966507898717,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Male,Self-employed (run small business/income generation project),4,Self-employed (run small business/income generation project),Yes,Mijikenda,Pokomo,No,Yes,Yes,11.753343756075594,0.3666320503387615,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
96,279631,279631.02,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,206,115.34258885742528,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Female,Unemployed ,2,Working part-time (formal/informal sector),Yes,Agikuyu,Swahili,No,No,Yes,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
98,279637,279637.02,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,206,290.68044899408505,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Female,Unemployed ,-3,Unemployed,Yes,Banda,Hausa,No,Yes,Yes,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
100,279652,279652.02,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,206,1610.8806707453411,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Sudan,Male,Unemployed ,3,Self-employed (run small business/income generation project),No,Nubian,Bari,No,No,No,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
101,279661,279661.01,"('Accra', 'Accra', 'Ghana')",14.8727744293017,-1.8227598953945456,-0.2012376,5.5571096,202,196.40088264922133,moves200,Accra,Accra,Ghana,Accra,Madina,Ghana,Female,Housewife/homemaker,2,Housewife/homemaker,Yes,Akan,Twi,No,No,Yes,4825.85558356651,1.1767673591465826,POINT (-0.201237599735407 5.557109600128115),5.5571096,-0.2012376,Work,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,(No Answer),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
103,279700,279700.02,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,206,209.4474298458329,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya ,Male,Unemployed ,0,Unemployed,Yes,Kisii,Kisii,No,Yes,No,36.35771208508271,0.1766145121027453,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
105,279890,279890.02,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,206,2536.364662897265,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,South Africa,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Zulu,Zulu,No,Yes,No,0.0,0.0,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
106,279892,279892.01,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,202,120.9362831052233,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya ,Male,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),Yes,-3,Embu,No,Yes,No,4.4756524844038665,0.0142235179371231,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
107,279894,279894.01,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,202,205.24836793480785,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya ,Female,Working full-time (formal/informal sector),1,Working full-time (formal/informal sector),Yes,Kisii,Kisii,No,Yes,Yes,0.0,0.0,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
108,280105,280105.01,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,202,1324.939689455301,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,South Sudan,Male,University/technikon/correspondence student,1,University/technikon/correspondence student,No,Dinka,Arabic,No,No,No,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
109,280106,280106.01,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,202,284.1893777695408,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya ,Male,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),Yes,Luhya,Luhya,No,Yes,Yes,215.7773424991381,0.1812990805275167,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
110,280113,280113.05,"('Kakuma', 'Nairobi', 'Kenya')",502.5180328194522,1.9841140758448257,34.825154,3.753338,215,1246.0185735146154,moves200,Kakuma,Nairobi,Kenya,Nairobi,Kawangware,South Sudan,Male,University/technikon/correspondence student,3,University/technikon/correspondence student,No,Nue,Nue,Yes,No,Yes,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
111,280116,280116.05,"('Kakuma', 'Turkana', 'Kenya')",502.5180328194522,1.9841140758448257,34.825154,3.753338,215,502.5180328194522,moves200,Kakuma,Turkana,Kenya,Nairobi,Kawangware,South Sudan,Male,Other,1,Other (specify),No,Dinka,Dinka,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,
112,280117,280117.05,"('Kakuma', 'Nairobi', 'Kenya')",502.5180328194522,1.9841140758448257,34.825154,3.753338,215,502.5180328194522,moves200,Kakuma,Nairobi,Kenya,Nairobi,Kawangware,South Sudan,Male,Other,2,Other (specify),No,Dinka,Dinka,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,
114,280133,280133.05,"('Kakuma', 'Turkana', 'Kenya')",502.5180328194522,1.9841140758448257,34.825154,3.753338,215,1503.8795153448546,moves200,Kakuma,Turkana,Kenya,Nairobi,Kawangware,Sudan,Female,Unemployed ,1,Unemployed,No,Sudanese,Dinka,Yes,No,Yes,217.6705667209208,0.7473827189029651,,,,,,,,,,,,,,,,,,,,,,
115,280135,280135.05,"('Kakuma', 'Nairobi', 'Kenya')",502.5180328194522,1.9841140758448257,34.825154,3.753338,215,803.4420942529454,moves200,Kakuma,Nairobi,Kenya,Nairobi,Kawangware,South Sudan,Female,University/technikon/correspondence student,3,University/technikon/correspondence student,No,Bargazel,Diinka,Yes,No,Yes,785.9945737101439,1.8175552350864732,,,,,,,,,,,,,,,,,,,,,,
116,280136,280136.01,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,202,1404.0016530973369,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,South Sudan,Female,University/technikon/correspondence student,2,University/technikon/correspondence student,No,Dinka,Dinka,No,No,No,1401.427007093159,2.0392606979117467,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
118,280137,280137.02,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,206,1142.0578807849745,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,South Sudan,Male,University/technikon/correspondence student,3,University/technikon/correspondence student,No,Dinka,Dinka,No,No,Yes,338.6157865320291,0.2990063279426,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
119,280139,280139.01,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,202,0.0,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,South Sudan ,Male,Other,2,Other (specify),No,Maaban,Arabic,No,No,Yes,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
120,280146,280146.01,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,202,181.69299771032112,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Kamba,Kikamba,No,Yes,No,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
121,280148,280148.01,"('Likoni', 'Mombasa', 'Kenya')",405.7856203020708,-0.6357192841773047,39.660652,-4.085332,202,405.7856203020708,moves200,Likoni,Mombasa,Kenya,Nairobi,Kawangware,Kenya ,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Luhya,Swahili,No,Yes,Yes,3.2843830191888514,0.0277271526099101,POINT (39.66065200018983 -4.085331999671951),-4.085332,39.660652,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,280154,280154.01,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,202,0.0,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,South Sudan,Female,Unemployed ,0,Unemployed,No,Dinka,Dinka,No,No,No,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
123,280159,280159.05,"('Kakuma', 'Turkana', 'Kenya')",502.5180328194522,1.9841140758448257,34.825154,3.753338,215,502.5180328194522,moves200,Kakuma,Turkana,Kenya,Nairobi,Kawangware,South Sudan,Female,Unemployed ,1,Unemployed,No,Nuer,Thoc Nuer,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,
124,280201,280201.01,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,202,181.69299771032112,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Kamba,Kikamba,No,Yes,No,0.0,0.0,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
126,280212,280212.02,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,206,841.7131502148305,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Burundi,Female,Unemployed ,3,Unemployed,No,Tutsi,Kirundi,No,Yes,No,0.0,0.0,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
128,280215,280215.02,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,206,404.5190042697591,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Male,Working part-time (formal/informal sector),3,Working part-time (formal/informal sector),Yes,Taita,Swahili ,No,Yes,Yes,0.054424818984728,0.0066686353336908,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
130,280251,280251.02,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,206,5189.024820927307,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Liberia ,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Madingo,Mandingo,No,No,No,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
132,280253,280253.02,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,206,245.8051419309156,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya ,Female,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Luo,Dholuo,No,Yes,No,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
133,280257,280257.01,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,202,485.1871645287762,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Uganda ,Female,Housewife/homemaker,2,Housewife/homemaker,No,Kiganda,Kiganda,No,No,No,146.59831405093024,0.1672790753617321,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
136,280258,280258.02,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,206,135.2528069705219,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Female,Unemployed ,2,Unemployed,Yes,Nfanti,Nfa,No,No,Yes,69.58494884730982,5.580783258892391,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
137,280261,280261.01,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,202,269.3386015035923,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya ,Female,Unemployed ,0,Unemployed,Yes,Luhya,Kiluhya,No,Yes,No,0.0,0.0,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
139,280285,280285.02,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,206,406.2648417840893,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Female,Unemployed ,3,Self-employed (run small business/income generation project),Yes,Kisii,Kikisii,No,No,No,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
141,280330,280330.02,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,206,248.58017229350835,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Male,Unemployed ,3,Working full-time (formal/informal sector),Yes,Luo,Dholuo,No,Yes,Yes,0.0,0.0,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
144,280337,280337.03,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,211,650.2922082131713,moves200,Madina,Accra,Ghana,Accra,Madina,Nigeria,Male,Working full-time (formal/informal sector),4,Working full-time (formal/informal sector),No,Yoruba,Yoruba,No,No,No,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
145,280446,280446.01,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,202,303.8985468539849,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya ,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Luo,Dholuo,No,Yes,No,19.30645329915961,0.2229029899803367,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
147,280566,280566.02,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,206,226.9554167277812,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya ,Male,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Kisii,Kikisii,No,Yes,No,34.43835826260894,3.821662572492105,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
149,280721,280721.02,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,206,340.78609692984577,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Uganda,Female,Doing casual jobs,2,Doing casual jobs,No,Unabititi,Kiganda,No,No,Yes,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
150,280723,280723.01,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,202,0.0,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Uganda,Female,Self-employed (run small business/income generation project),0,Self-employed (run small business/income generation project),No,Acholi,Kigumba,No,No,Yes,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
154,280725,280725.05,"('Peace Heaven', 'Krugersdorp', 'South Africa')",31.943097265329307,2.8708763078105948,27.775556,-26.095556,215,1251.1767101485336,moves200,Peace Heaven,Krugersdorp,South Africa,Johannesburg,Berea,Malawi,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Swahili,Swahili,Yes,Yes,Yes,7562.293678438687,0.8107504569845967,,,,,,,,,,,,,,,,,,,,,,
155,280729,280729.01,"('Congo', 'Nairobi', 'Kenya')",0.9398872309190224,-1.3209717127690883,36.75373651440741,-1.28866165,202,335.24256266516994,moves200,Congo,Nairobi,Kenya,Nairobi,Kawangware,Uganda,Male,Casual employment/temporary worker,2,Doing casual jobs,No,Bakisu,Lumasaba,No,Yes,No,,,POINT (36.75373651442874 -1.288661649815253),-1.28866165,36.75373651440741,Work,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,(No Answer),3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
157,280745,280745.02,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,206,2.179013467669133,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Uganda,Female,Doing casual jobs,3,Doing casual jobs,No,Mganda,Kiganda,No,No,No,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,(No Answer),75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
159,280750,280750.02,"('Congo', 'Nairobi', 'Kenya')",0.9398872309190224,-1.3209717127690883,36.75373651440741,-1.28866165,206,497.7265837785049,moves200,Congo,Nairobi,Kenya,Nairobi,Kawangware,Uganda,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Bagisu,Kigisu,No,Yes,No,0.0,0.0,POINT (36.75373651442874 -1.288661649815253),-1.28866165,36.75373651440741,Work,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,(No Answer),3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
