,ID,ID_ordered,location,dist,azimuth,lat,lon,location_type,max_dist_moves,grouping,location_l,location_near,location_country,city_8,neighborhood_9,orig_country_103,gender_4,employment_status_303,number_moves_200,work_kind_307,migrant_status_3,ethnic_group_106,mother_tongue_115,refugee_214,send_money_310,financial_support_320,retireOrigindist,retireOriginaz,geometry,lat_d,lon_d,in_thm,move_count,In_No_Answer,In_Education,In_Housing,In_Kin,In_Restart,In_Safety,In_Work,location_out,geometry_out,out_thm,move_count_out,Out_No_Answer,Out_Education,Out_Housing,Out_Kin,Out_Remain,Out_Restart,Out_Safety,Out_Work
60,277425,277425.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,71.4290855789395,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Male,Casual employment/temporary worker,1,-3,Yes,Kamba,Kamba,No,Yes,No,4.554213191747692,0.1571033976660621,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
62,277426,277426.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,234.34832489068643,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya ,Female,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),Yes,Luo,Dholuo,No,No,No,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
64,277444,277444.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,313.8751343304977,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Male,Working full-time (formal/informal sector),2,-3,Yes,Luhya,Luhya,No,Yes,No,275.49554397170016,2.649258002164848,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
66,277446,277446.01,"('Katoi', 'Goma', 'Democratic Republic of the Congo')",2176.001423002862,-2.967193935708111,17.359804500000003,-4.7644282,202,2176.001423002862,moves200,Katoi,Goma,Democratic Republic of the Congo,Nairobi,Kawangware,Burundi,Male,Self-employed (run small business/income generation project),3,-3,No,Muutu,Kiburundi,No,Yes,No,0.8004571274046839,0.0037635691516171,POINT (17.35980450027756 -4.764428199801557),-4.7644282,17.359804500000003,Housing,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"('Kasgunga', 'Mbita', 'Kenya')",POINT (34.20758700014011 -0.4218860002386577),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
67,277446,277446.02,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,202,2176.001423002862,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Burundi,Male,Self-employed (run small business/income generation project),3,-3,No,Muutu,Kiburundi,No,Yes,No,0.8004571274046839,0.0037635691516171,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
68,277446,277446.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,2176.001423002862,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Burundi,Male,Self-employed (run small business/income generation project),3,-3,No,Muutu,Kiburundi,No,Yes,No,0.8004571274046839,0.0037635691516171,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
70,277459,277459.01,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,202,325.4144792298569,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Female,Unemployed ,2,-3,Yes,Lughya,Lughya,No,No,Yes,12871.331003545294,0.4219623028419539,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
71,277459,277459.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,325.4144792298569,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Female,Unemployed ,2,-3,Yes,Lughya,Lughya,No,No,Yes,12871.331003545294,0.4219623028419539,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
73,277462,277462.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,130.3098024781002,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya ,Female,Self-employed (run small business/income generation project),1,-3,Yes,Meru,Meru,No,Yes,No,123.01717707641104,0.7532720159835378,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
74,277933,277933.0,"('Madina', 'Adenta', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,100,0.0,moves200,Madina,Adenta,Ghana,Accra,Madina,Ghana ,Male,Self-employed (run small business/income generation project),1,-3,Yes,Dangbe,Twi ,No,No,No,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,"('Githurai', 'Nairobi', 'Kenya')",POINT (36.91686149975845 -1.202835999681554),Kin,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
75,277933,277933.06,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,9,0.0,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana ,Male,Self-employed (run small business/income generation project),1,-3,Yes,Dangbe,Twi ,No,No,No,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
77,278053,278053.06,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,9,1.967693780863146,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Male,Working full-time (formal/informal sector),1,-3,Yes,Dangme,Twi,No,Yes,No,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
78,278067,278067.0,"('Adenta', 'Accra', 'Ghana')",1.967693780863146,1.6321607381661996,-0.1687965,5.7041391,100,1.967693780863146,moves200,Adenta,Accra,Ghana,Accra,Madina,Ghana,Female,Working part-time (formal/informal sector),3,-3,Yes,Ga,Twi,No,Yes,No,,,POINT (-0.1687964994587219 5.704139100439193),5.7041391,-0.1687965,Work,8.0,0.0,1.0,2.0,4.0,0.0,0.0,8.0,"('Adenta', 'Accra', 'Ghana')",POINT (-0.1687964994587219 5.704139100439193),,13.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
79,278067,278067.06,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,9,1.967693780863146,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Female,Working part-time (formal/informal sector),3,-3,Yes,Ga,Twi,No,Yes,No,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
80,278075,278075.0,"('Kisumu', 'Kisumu', 'Kenya')",245.8051419309156,2.6882632231563743,34.7541761,-0.1029108999999999,100,245.8051419309156,moves200,Kisumu,Kisumu,Kenya,Nairobi,Kawangware,Kenya,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Luo,Dholuo,No,Yes,Yes,0.0,0.0,POINT (34.75417609984714 -0.1029109001178767),-0.1029108999999999,34.7541761,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"('Kilgoris', 'Narok', 'Kenya')",POINT (34.8800100004612 -1.008390999944652),Safety,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
81,278075,278075.01,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,202,245.8051419309156,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Luo,Dholuo,No,Yes,Yes,0.0,0.0,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
82,278075,278075.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,245.8051419309156,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Luo,Dholuo,No,Yes,Yes,0.0,0.0,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
84,278076,278076.01,"('Adenta', 'Accra', 'Ghana')",1.967693780863146,1.6321607381661996,-0.1687965,5.7041391,202,178.12056911903997,moves200,Adenta,Accra,Ghana,Accra,Madina,Ghana,Male,Other,2,Working full-time (formal/informal sector),Yes,Akantwi,Twi Twi ,No,Yes,No,19.77659307729249,0.3000329954908505,POINT (-0.1687964994587219 5.704139100439193),5.7041391,-0.1687965,Work,8.0,0.0,1.0,2.0,4.0,0.0,0.0,8.0,"('Adenta', 'Accra', 'Ghana')",POINT (-0.1687964994587219 5.704139100439193),,13.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
85,278076,278076.06,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,9,178.12056911903997,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Male,Other,2,Working full-time (formal/informal sector),Yes,Akantwi,Twi Twi ,No,Yes,No,19.77659307729249,0.3000329954908505,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
86,278077,278077.0,"('Kumasi', 'Kumasi', 'Ghana')",196.40088264922133,2.531191449409267,-1.6230403999999998,6.698081,100,196.40088264922133,moves200,Kumasi,Kumasi,Ghana,Accra,Madina,Ghana,Male,Working full-time (formal/informal sector),1,Working full-time (formal/informal sector),Yes,Akan,Twitwi,No,Yes,No,9.662126693719586,0.0504069049127688,POINT (-1.623040399994409 6.698080999838453),6.698081,-1.6230403999999998,Work,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,"('Adabraka', 'Accra', 'Ghana')",POINT (-0.2090723998712747 5.566430400442755),,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
87,278077,278077.01,"('Adenta', 'Accra', 'Ghana')",1.967693780863146,1.6321607381661996,-0.1687965,5.7041391,202,196.40088264922133,moves200,Adenta,Accra,Ghana,Accra,Madina,Ghana,Male,Working full-time (formal/informal sector),1,Working full-time (formal/informal sector),Yes,Akan,Twitwi,No,Yes,No,9.662126693719586,0.0504069049127688,POINT (-0.1687964994587219 5.704139100439193),5.7041391,-0.1687965,Work,8.0,0.0,1.0,2.0,4.0,0.0,0.0,8.0,"('Adenta', 'Accra', 'Ghana')",POINT (-0.1687964994587219 5.704139100439193),,13.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
88,278077,278077.06,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,9,196.40088264922133,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Male,Working full-time (formal/informal sector),1,Working full-time (formal/informal sector),Yes,Akan,Twitwi,No,Yes,No,9.662126693719586,0.0504069049127688,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
90,278081,278081.06,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,9,403.03251865193226,moves200,Madina,Accra,Ghana,Accra,Madina,Nigeria,Male,Self-employed (run small business/income generation project),1,Other (specify),No,Igbo,Igbo,No,Yes,No,0.0,0.0,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
91,278084,278084.0,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,100,0.0,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Male,Casual employment/temporary worker,0,-3,Yes,Ewe,Twi,No,No,No,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
92,278084,278084.06,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,9,0.0,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Male,Casual employment/temporary worker,0,-3,Yes,Ewe,Twi,No,No,No,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
93,278086,278086.0,"('Koforidua', 'Koforidua', 'Ghana')",47.21986671610261,1.7921498875227388,-0.2614572,6.100333999999999,100,47.21986671610261,moves200,Koforidua,Koforidua,Ghana,Accra,Madina,Ghana,Female,Self-employed (run small business/income generation project),1,-3,Yes,Akan,,No,Yes,No,43.592288848752375,0.0861639895318269,POINT (-0.2614571994901098 6.100333999714337),6.100333999999999,-0.2614572,Education,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,"('Cotonou', 'Cotonou', 'Benin')",POINT (2.425250700159722 6.367695299798413),Work,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
94,278086,278086.06,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,9,47.21986671610261,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Female,Self-employed (run small business/income generation project),1,-3,Yes,Akan,,No,Yes,No,43.592288848752375,0.0861639895318269,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
96,278087,278087.06,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,9,205.62766354170284,moves200,Madina,Accra,Ghana,Accra,Madina,Togo,Male,Other,0,-3,No,Ewe,French,No,Yes,No,43.55311743881055,0.6716549410974012,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
98,278252,278252.01,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,202,1611.1788838669513,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Sudan,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Dinka,Dinka,No,Yes,No,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
99,278252,278252.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,1611.1788838669513,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Sudan,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Dinka,Dinka,No,Yes,No,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
101,278253,278253.01,"('Pileline', 'Nairobi', 'Kenya')",7.292625401689183,-0.0586410413053811,36.8172449,-1.2832533000000002,202,19.003810850004506,moves200,Pileline,Nairobi,Kenya,Nairobi,Kawangware,Kenya ,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Luhya,Luhya,No,Yes,No,,,POINT (36.8172448998323 -1.283253299699993),-1.2832533000000002,36.8172449,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"('Spintex', 'Tema', 'Ghana')",POINT (-0.09019869971018579 5.628826499843115),,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,278253,278253.02,"('Kahawa', 'Thika', 'Kenya')",19.003810850004506,0.4501486502742727,36.90579279999999,-1.1856847,202,19.003810850004506,moves200,Kahawa,Thika,Kenya,Nairobi,Kawangware,Kenya ,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Luhya,Luhya,No,Yes,No,,,POINT (36.90579280049747 -1.185684699788965),-1.1856847,36.90579279999999,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"('Kadjebi', 'Hohoe', 'Ghana')",POINT (0.4761030005531097 7.52593100011569),Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105,278259,278259.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,7.292625401689183,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Female,Doing casual jobs,0,Casual employment/temporary worker,No,Luhya,Kiluhya_Maragoli,No,Yes,Yes,253.0983554779666,0.7337434637903195,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
107,278260,278260.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,841.7131502148305,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Burundi,Male,Casual employment/temporary worker,1,Casual employment/temporary worker,No,Hutu,Kirundi,No,Yes,No,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
108,278262,278262.0,"('Kakamega', 'Kakamega', 'Kenya')",269.3386015035923,2.4945118495864844,34.80154886163461,0.4957104,100,269.3386015035923,moves200,Kakamega,Kakamega,Kenya,Nairobi,Kawangware,Kenya,Female,Doing casual jobs,3,Casual employment/temporary worker,Yes,Luhya,Kiluhya,No,Yes,No,7.640330903222889,0.0018765346064544,POINT (34.80154886169078 0.4957104002148753),0.4957104,34.80154886163461,Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"('Kaduna', 'Igbo State', 'Nigeria')",POINT (7.853322599858245 10.38253179970292),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
109,278262,278262.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,269.3386015035923,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Female,Doing casual jobs,3,Casual employment/temporary worker,Yes,Luhya,Kiluhya,No,Yes,No,7.640330903222889,0.0018765346064544,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
111,278267,278267.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,308.2923857821494,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Tanzania,Female,Unemployed ,3,Other (specify),No,Mjita,Kiswahili,No,Yes,Yes,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
112,278268,278268.0,"('Garissa', 'Garissa', 'Kenya')",405.5207078698747,0.1588976451047292,40.35638690578711,-0.52360305,100,405.5207078698747,moves200,Garissa,Garissa,Kenya,Nairobi,Kawangware,Kenya ,Male,Unemployed ,1,Unemployed,Yes,Mijikenda,Mijikenda ,No,Yes,Yes,4.66883410719646,0.2552204202782511,POINT (40.35638690643077 -0.5236030495410091),-0.52360305,40.35638690578711,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"('Ezike', 'Enugu', 'Nigeria')",POINT (7.200000000099976 5.733332999718186),,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,278268,278268.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,405.5207078698747,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,Kenya ,Male,Unemployed ,1,Unemployed,Yes,Mijikenda,Mijikenda ,No,Yes,Yes,4.66883410719646,0.2552204202782511,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
116,278269,278269.06,"('Kawangware', 'Nairobi', 'Kenya')",0.01,3.141592653589793,36.751643,-1.2784631000000002,9,1329.8392954841138,moves200,Kawangware,Nairobi,Kenya,Nairobi,Kawangware,South Sudan ,Female,Unemployed ,0,Unemployed,No,Dinka,Dinka,Yes,No,Yes,,,POINT (36.75164300062414 -1.278463100391605),-1.2784631000000002,36.751643,Work,37.0,0.0,10.0,16.0,15.0,0.0,1.0,37.0,"('Old Fadama', 'Accra', 'Ghana')",POINT (-0.2225216000917385 5.548867100436439),,63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
117,278270,278270.0,"('Kakamega', 'Kakamega', 'Kenya')",269.3386015035923,2.4945118495864844,34.80154886163461,0.4957104,100,269.3386015035923,moves200,Kakamega,Kakamega,Kenya,Nairobi,Kawangware,Kenya,Female,Unemployed ,3,Self-employed (run small business/income generation project),Yes,Luhya,Luhya,No,Yes,No,34.55994535039258,0.2685767542751844,POINT (34.80154886169078 0.4957104002148753),0.4957104,34.80154886163461,Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"('Kaduna', 'Igbo State', 'Nigeria')",POINT (7.853322599858245 10.38253179970292),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
118,278270,278270.01,"('Donholm', 'Nairobi', 'Kenya')",16.60611384595114,-0.0688243953676048,36.900927200000005,-1.2912763,202,269.3386015035923,moves200,Donholm,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Female,Unemployed ,3,Self-employed (run small business/income generation project),Yes,Luhya,Luhya,No,Yes,No,34.55994535039258,0.2685767542751844,POINT (36.90092720023023 -1.291276300061156),-1.2912763,36.900927200000005,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"('Dk', 'Niamey', 'Niger')",POINT (2.109823000131485 13.5248340004888),Kin,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
119,278270,278270.02,"('Karen', 'Nairobi', 'Kenya')",6.834256631671101,-2.430625017284379,36.7049676,-1.3283746,202,269.3386015035923,moves200,Karen,Nairobi,Kenya,Nairobi,Kawangware,Kenya,Female,Unemployed ,3,Self-employed (run small business/income generation project),Yes,Luhya,Luhya,No,Yes,No,34.55994535039258,0.2685767542751844,POINT (36.70496760007472 -1.328374599807887),-1.3283746,36.7049676,Work,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,"('Kasarani', 'Nairobi', 'Kenya')",POINT (36.90122239999391 -1.220872100267059),Work,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0
